,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,Machines > Drill Press > MIB > Y-Radial > Band 1,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,Machines > Drill Press > MIB > X-Horizontal > Band 1,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,Machines > Drill Press > MIB > Y-Radial > Temperature,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,Machines > Drill Press > MIB > X-Horizontal > Temperature,Machines > Drill Press > MIB > Battery Voltage,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,Machines > Lathe 1 > MIB > X-Axial > Band 1,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,Machines > Lathe 1 > MIB > X-Axial > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,Machines > Lathe 1 > MIB > Battery Voltage
601,,,,,,,,,,,,,,0.0019586,1.0113146,0.0453469,0.0080116,0.0028028,62.28930664,0.0014156,0.9830426,0.0443725,0.0103562,0.003047,62.28930664,3.145103931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,0.0032069,0.9651045,0.045333,0.0074635,0.0026478,62.6768837,0.0020525,0.9827337,0.0413987,0.0092344,0.0028924,62.6768837,3.14451766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,0.0036962,0.9963725,0.0475517,0.0123719,0.0033204,62.6063961,0.0043941,1.0267953,0.061395,0.0117054,0.0029201,62.6063961,3.145299196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,0.0018666,1.009522,0.0451508,0.0107712,0.0031223,62.8530426,0.001927,1.0113555,0.0431847,0.008925,0.0027464,62.8530426,3.144615412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,0.0028142,1.0146545,0.0467732,0.0105506,0.0033329,62.25408173,0.0035852,1.0073678,0.0393349,0.0094544,0.0031625,62.25408173,3.144615412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,0.0037663,0.9846069,0.0437044,0.0099557,0.0035032,62.53594971,0.003416,1.0125013,0.0439732,0.0085916,0.0031764,62.53594971,3.144712925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,0.0020212,1.0246334,0.053148,0.0114627,0.0035444,62.46546555,0.0028019,1.0050257,0.0392248,0.0109514,0.0031842,62.46546555,3.144712925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,0.0022544,0.9651103,0.0529604,0.0091153,0.0031842,62.6768837,0.0030017,0.972478,0.0415946,0.0114012,0.0029912,62.6768837,3.144127131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,0.0025159,1.0272902,0.0458375,0.0103717,0.0032287,62.57117462,0.0014581,1.0019197,0.0470528,0.0080347,0.0030848,62.57117462,3.14402914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,0.002114,1.0194367,0.0438747,0.0118075,0.0037464,62.32457275,0.0031113,1.0231839,0.0398907,0.0099386,0.002948,62.32457275,3.143833876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,0.0029217,1.0005883,0.0522844,0.0105279,0.0031813,62.11314774,0.0018569,0.9759827,0.0431672,0.0105906,0.0037682,62.11314774,3.14402914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,0.0023789,1.0255794,0.0535075,0.0091473,0.0034107,62.07792969,0.0022372,1.0017176,0.046598,0.0081929,0.0028589,62.07792969,3.143833876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,0.0020641,1.0541673,0.0461555,0.0074077,0.0024979,62.04270477,0.0008233,1.0100749,0.0481036,0.0100851,0.0030207,62.04270477,3.143443346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,0.001972,1.0000861,0.0534011,0.0113018,0.0037309,62.43024063,0.0029541,0.9704953,0.0477481,0.0083852,0.0026761,62.43024063,3.143736124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,0.0025002,1.0388456,0.0539964,0.009186,0.0030163,62.21886024,0.0021927,0.9027152,0.0509241,0.0102194,0.0028837,62.21886024,3.14402914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,0.0018419,0.9930559,0.0425555,0.0090589,0.0034008,62.21886024,0.0029335,1.0298002,0.0433796,0.0090016,0.0027118,62.21886024,3.143540859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,0.0024273,0.9845835,0.0483927,0.0102221,0.0031829,62.18363876,0.0030273,1.0312099,0.049301,0.0106711,0.003703,62.18363876,3.143247843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,0.0023694,1.012716,0.0447332,0.0098954,0.0028767,62.21886024,0.0022717,1.0115745,0.0374718,0.0097161,0.0030085,62.21886024,3.14305234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,0.0030456,1.021276,0.048886,0.0095603,0.003058,61.86654587,0.002071,1.0194826,0.0469198,0.0095066,0.0030926,61.86654587,3.143345594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,0.0026216,1.0261224,0.0412626,0.0091943,0.002931,62.18363876,0.0022769,1.0221561,0.0502723,0.0094357,0.003135,62.18363876,3.142759323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,0.0027712,1.0225956,0.0419175,0.0081403,0.0030772,61.9369957,0.0023106,0.9983196,0.0405005,0.0077932,0.0029278,61.9369957,3.143247843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,0.0017937,0.9607427,0.0450606,0.0081831,0.0029763,62.28930664,0.0020479,0.988266,0.0402298,0.0083812,0.002572,62.28930664,3.142857075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,0.0021385,1.0294098,0.0475122,0.0108594,0.0033817,62.43024063,0.0022871,1.0109174,0.053413,0.0088898,0.0028188,62.43024063,3.142857075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,0.0028101,1.0009503,0.0457342,0.0105742,0.0033801,62.00747986,0.0013132,1.0292778,0.0499805,0.011457,0.0035446,62.00747986,3.142564058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,0.0013878,1.0144093,0.0485319,0.0086224,0.0031755,62.04270477,0.0028603,0.9924447,0.0434875,0.0089783,0.0024348,62.04270477,3.14305234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,0.0030037,0.9490296,0.0446972,0.0115776,0.002866,61.90177078,0.0019223,0.9729891,0.0398154,0.0110383,0.0032193,61.90177078,3.142759323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,0.0021837,1.0169317,0.0539646,0.0087423,0.0030919,61.86654587,0.0029654,1.0064635,0.0469771,0.0128236,0.0032603,61.86654587,3.143247843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,0.0039335,0.9706107,0.0452873,0.0131713,0.0034898,62.25408173,0.0039199,0.9747358,0.0456348,0.0092463,0.0032429,62.25408173,3.142173529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,0.001476,0.9882621,0.0428887,0.0104881,0.0033773,61.97225838,0.0029137,0.9569427,0.0424153,0.0085964,0.0025734,61.97225838,3.141880274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,0.0053115,0.9624886,0.0493681,0.0172587,0.0067809,62.28930664,0.0072619,0.9839244,0.0459109,0.0147808,0.0062925,62.28930664,3.142368793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,0.0114649,9.6206469,0.8120359,0.0702295,0.0178943,61.9369957,0.0074641,10.7089002,0.7506205,0.0455765,0.0153511,61.9369957,3.142075539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,0.002794,1.0465415,0.0464321,0.0087504,0.0032151,62.6768837,0.0018397,0.9948766,0.0444119,0.0085626,0.0031229,62.6768837,3.142173529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,0.0044407,1.0472071,0.0527942,0.0107548,0.0032209,63.48718033,0.0026262,0.9936298,0.0423718,0.0123019,0.0031222,63.48718033,3.141978025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,0.0034088,1.0175448,0.0430224,0.0095427,0.0029255,63.83949127,0.0028239,0.9990104,0.0426344,0.0095013,0.0031538,63.83949127,3.141782522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,0.0025516,0.9892139,0.0489236,0.0094324,0.0032548,64.43845215,0.0031786,0.9845142,0.0546432,0.0099326,0.0030879,64.43845215,3.141196728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,0.0012289,0.9807122,0.0471375,0.0096772,0.0028582,64.36796112,0.0021359,1.0026724,0.0506011,0.0090764,0.0028585,64.36796112,3.141587257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,0.0018907,0.9796729,0.0496008,0.0112574,0.0034721,64.50889511,0.0009836,1.0059693,0.0446865,0.0085233,0.0030213,64.50889511,3.140903473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,0.0032967,1.0196878,0.0405215,0.0111864,0.0037981,64.966922,0.0019001,0.9593297,0.045793,0.0103052,0.0038729,64.966922,3.141196728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,0.0033259,1.021603,0.0435765,0.0095082,0.0028644,65.00214348,0.0018506,1.0124507,0.0395401,0.0091451,0.0027579,65.00214348,3.141196728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,0.0027772,0.9872052,0.0449703,0.0116833,0.0030325,64.75549698,0.0017191,0.9988644,0.041346,0.0095531,0.0026815,64.75549698,3.141294241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,0.001945,1.0165288,0.0410238,0.0113724,0.0032985,64.6498291,0.0025374,0.9543141,0.0412974,0.0077995,0.0029869,64.6498291,3.141196728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,0.0015865,0.9849981,0.0496875,0.0097707,0.0032058,64.50889511,0.0034342,1.0059973,0.0526318,0.0091296,0.0028083,64.50889511,3.140512943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,0.0016304,0.977892,0.0485845,0.0104819,0.0029616,64.7202755,0.0016607,0.9994148,0.0460287,0.010217,0.0032515,64.7202755,3.140708208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,0.0014823,0.9686663,0.0429274,0.00747,0.0026632,64.19180565,0.0019315,0.9870416,0.0467427,0.0087034,0.0026753,64.19180565,3.140512943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,0.0026074,1.0085878,0.0522393,0.0098032,0.0029895,64.36796112,0.0023662,1.0144839,0.0464748,0.0109232,0.0031333,64.36796112,3.140415192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,0.0022662,1.0602107,0.0393115,0.0087845,0.0031228,63.98042526,0.0017389,0.9669962,0.0463558,0.0094619,0.0027949,63.98042526,3.140610456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,0.0017934,1.0272727,0.0513275,0.0096268,0.0034674,64.26229324,0.0028887,0.9773475,0.0415635,0.0092751,0.0027608,64.26229324,3.140708208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,0.0018096,1.0254217,0.0499026,0.0091701,0.0030525,63.76904831,0.0017276,0.9510453,0.0432362,0.0098636,0.0029031,63.76904831,3.140903473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,0.001658,1.0201082,0.0425493,0.0114346,0.0037047,63.9099823,0.0026174,0.9804871,0.0479309,0.0091658,0.0032046,63.9099823,3.140415192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,0.0029173,1.041228,0.0463696,0.0082914,0.0029879,63.98042526,0.0029583,0.9864687,0.0420211,0.0094671,0.0028065,63.98042526,3.139926672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,0.0030179,0.9821895,0.0405901,0.0108285,0.0035167,64.08613777,0.0038237,0.9635028,0.0434931,0.0121242,0.0033166,64.08613777,3.140708208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,0.0024754,1.0387113,0.0401502,0.0099458,0.0029925,63.98042526,0.0024471,1.023094,0.0448535,0.0087336,0.0030108,63.98042526,3.140610456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,0.0036599,1.003391,0.0439298,0.0084734,0.0029254,64.08613777,0.0018648,0.9615594,0.0469824,0.0107357,0.0036264,64.08613777,3.140121937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,0.0033575,0.9800583,0.0464658,0.0121125,0.0036566,64.01565018,0.0020764,0.9944779,0.0476193,0.0094983,0.0030604,64.01565018,3.140121937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,0.0011381,0.9744586,0.0453399,0.0086174,0.0030266,64.01565018,0.0017517,1.0148434,0.0480026,0.0106989,0.0027392,64.01565018,3.140121937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,0.0018875,1.0051778,0.0503109,0.0092419,0.0028249,63.9099823,0.0017211,0.9735114,0.0522473,0.012175,0.0032709,63.9099823,3.140415192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,0.0032508,0.9784876,0.0468055,0.0095143,0.0033547,63.87471619,0.0025292,1.0250261,0.0434918,0.0112727,0.0038316,63.87471619,3.140512943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,0.0019991,1.0013474,0.0401902,0.0108452,0.0034819,63.6633358,0.0031587,1.0064186,0.0424708,0.008329,0.002878,63.6633358,3.140512943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,0.0018388,1.0359553,0.0448964,0.0088498,0.0026753,64.08613777,0.0017396,1.0142143,0.0399219,0.0070288,0.0025759,64.08613777,3.140024424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,0.0018575,0.9486618,0.0470445,0.0097695,0.0033673,64.01565018,0.0026659,0.9908159,0.0423692,0.0087055,0.0029255,64.01565018,3.13982892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,0.0015812,0.9867264,0.0464116,0.0117009,0.0031546,63.87471619,0.0017297,0.9933265,0.0451678,0.0100329,0.0030893,63.87471619,3.139731407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,0.0024433,1.0096738,0.0514952,0.0127398,0.0036181,64.05087166,0.0037365,0.975275,0.0453501,0.0080702,0.0027326,64.05087166,3.139731407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,0.0014282,0.9915787,0.0459215,0.0090679,0.0030254,64.01565018,0.0024649,0.9798356,0.0400517,0.0103636,0.0031573,64.01565018,3.13982892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,0.0030822,1.0318446,0.0484683,0.0119188,0.0034352,63.9099823,0.0019698,1.022128,0.0411155,0.0110606,0.0034452,63.9099823,3.140024424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,0.002691,1.0050318,0.038753,0.0103648,0.0032499,63.9099823,0.0033192,0.9964493,0.0470382,0.0088012,0.0030898,63.9099823,3.139926672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,0.002481,0.9961098,0.0452553,0.0116144,0.0034364,64.01565018,0.0017937,1.0086034,0.039575,0.0092416,0.0030721,64.01565018,3.139536142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,0.0022274,1.0043311,0.0484178,0.0094293,0.0029051,63.87471619,0.001634,1.0082608,0.0466095,0.0094663,0.0030137,63.87471619,3.140024424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,0.0018867,0.9979374,0.0454449,0.0069948,0.0026003,63.87471619,0.0024004,1.0185783,0.0413497,0.0103291,0.0030711,63.87471619,3.139438391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,0.0042263,1.0035253,0.0420098,0.0086031,0.0031727,64.12135925,0.0018284,1.0378205,0.0372495,0.010651,0.0029842,64.12135925,3.139536142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,0.0025372,0.9813779,0.0449032,0.011502,0.0033185,63.87471619,0.0019557,1.0158768,0.0394809,0.0122003,0.0031828,63.87471619,3.13982892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,0.0023519,1.6036202,0.2321263,0.0168865,0.005139,64.29751816,0.0029517,1.5250143,0.4709597,0.0125382,0.0040624,64.29751816,3.139145136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,0.0025595,0.9910882,0.0464347,0.0119134,0.0040208,64.47367363,0.0048274,1.0121643,0.0436158,0.0105573,0.0036214,64.47367363,3.139438391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,0.0015108,1.0015459,0.0426787,0.0086316,0.0029004,64.93165588,0.0026017,0.9987352,0.0473592,0.0108549,0.0030457,64.93165588,3.139145136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,0.0100335,8.9651922,0.7841346,0.0839678,0.0225117,65.7067688,0.0123826,8.8991003,0.6076617,0.0521638,0.013543,65.7067688,3.138559341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,0.0023509,1.0717136,0.0411367,0.0094508,0.0029145,66.09430466,0.0030939,1.0082046,0.0435254,0.0144188,0.00315,66.09430466,3.138656855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,0.0025642,0.9794101,0.0412861,0.0100524,0.0032249,66.65799942,0.0015845,0.9692147,0.0432781,0.0079037,0.0028537,66.65799942,3.138656855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,0.0019826,0.9927173,0.044907,0.0114419,0.0031251,67.43311234,0.0009042,1.0074576,0.0428478,0.0073662,0.0027859,67.43311234,3.138168335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,0.0092489,10.002362,0.8207259,0.0821421,0.0234401,67.64449272,0.0052262,9.3877094,0.8728172,0.0636738,0.0155341,67.64449272,3.138754606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,0.0118145,12.4699313,0.8676376,0.0867686,0.0209499,68.31389656,0.0075797,12.4766099,1.4015194,0.088201,0.0189293,68.31389656,3.13797307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,0.0025506,1.0427228,0.0536041,0.0085086,0.0030584,69.47650414,0.0020308,0.9763028,0.0430464,0.0085622,0.0027639,69.47650414,3.137875319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,0.0012317,0.9824231,0.0456566,0.0104486,0.003191,70.11068649,0.0026505,0.9864125,0.0390641,0.0103684,0.0030141,70.11068649,3.137582541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,0.0029623,1.0149757,0.0430282,0.0078019,0.0026542,70.56866531,0.0035402,1.0151354,0.0434288,0.0083716,0.0030146,70.56866531,3.138559341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,0.0015876,1.0447314,0.0486911,0.0081974,0.0029818,70.21635437,0.0020573,0.9662324,0.0448631,0.0080998,0.0028755,70.21635437,3.138363838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,0.0027498,1.0166807,0.0484822,0.0110684,0.003735,70.18112946,0.0035889,0.9581783,0.0493128,0.0137404,0.0031716,70.18112946,3.137777805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,0.0025347,1.0413506,0.041344,0.0098476,0.0032693,70.56866531,0.0035008,1.0058288,0.0518001,0.0077445,0.002518,70.56866531,3.137680054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,0.001867,1.0302389,0.0455678,0.0083883,0.0033759,69.7935936,0.0018352,1.0269076,0.0460303,0.0096933,0.0031925,69.7935936,3.138070822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,0.0040776,1.0613434,0.0425447,0.0107578,0.003625,69.37083626,0.0022556,1.0343102,0.0417688,0.0121448,0.003151,69.37083626,3.138070822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,0.0016777,1.0148531,0.0413085,0.0095607,0.0030881,69.19468079,0.0019559,0.9985779,0.0463184,0.0089989,0.0027188,69.19468079,3.138363838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,0.0022986,1.0130546,0.0431998,0.0090597,0.0031949,68.98325577,0.0022046,0.9772969,0.0410697,0.0106533,0.0034959,68.98325577,3.13846159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,0.0026666,0.9670898,0.0430196,0.0109668,0.0034454,68.63094482,0.0033784,0.9984712,0.0442307,0.0113452,0.0030348,68.63094482,3.138656855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
