,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,Machines > Lathe 1 > MIB > X-Axial > Band 1,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,Machines > Lathe 1 > MIB > X-Axial > Temperature,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,Machines > Lathe 1 > MIB > Battery Voltage
513,0.0048896,78.98895798,0.0029767,0.99885,0.04272,0.0179862,0.0030482,1.0221762,0.0051985,78.98895798,0.0468187,0.0139434,3.156044006
514,0.0040737,78.56620064,0.0025761,0.9916775,0.050176,0.0174813,0.005811,1.0138752,0.0051902,78.56620064,0.0470636,0.0114769,3.155750751
515,0.0052425,77.50926094,0.0036673,1.0030491,0.0536668,0.0163151,0.0064056,1.0180747,0.0055224,77.50926094,0.0491099,0.0149633,3.156044006
516,0.004754,77.40354843,0.0033012,0.9705764,0.0493191,0.0141036,0.0032675,1.00145,0.005412,77.40354843,0.0453653,0.0141634,3.155750751
517,0.0053393,77.47403946,0.0022925,0.9849676,0.0474919,0.0150766,0.0031171,1.0226428,0.0042341,77.47403946,0.0410832,0.016334,3.155457735
518,0.0044431,77.26261444,0.0031171,1.0283545,0.050469,0.0156523,0.0031543,1.0081281,0.0054083,77.26261444,0.0486829,0.0144563,3.155750751
519,0.0050539,77.19217148,0.0041812,0.9896562,0.0583527,0.017592,0.003772,1.0006306,0.0058141,77.19217148,0.0445279,0.0146988,3.155750751
520,0.0044064,76.27616577,0.0039424,1.0394201,0.0485206,0.0180152,0.0040434,1.0031161,0.0056516,76.27616577,0.0479591,0.0127111,3.154969454
521,0.0049463,75.81813889,0.0032961,1.0211992,0.0448996,0.0152956,0.003673,0.966061,0.0050101,75.81813889,0.0486915,0.0176121,3.155555487
522,0.0039776,75.32489395,0.0022546,0.9902289,0.0433276,0.0156287,0.0024225,1.0115104,0.0046339,75.32489395,0.0546706,0.0147004,3.155750751
523,0.0046649,74.62026863,0.0039601,0.9879776,0.0460959,0.0144378,0.0024931,1.0063277,0.0044323,74.62026863,0.0525866,0.0128912,3.155457735
524,0.0043232,74.12706146,0.0024343,0.990498,0.0496827,0.0130247,0.0033243,0.9863639,0.0043527,74.12706146,0.045549,0.0140469,3.155750751
525,0.0043826,73.809972,0.0026577,1.001598,0.0461978,0.0174808,0.0027,0.9975624,0.0048016,73.809972,0.0514605,0.0147701,3.155750751
526,0.0041722,73.10534668,0.0043649,1.0300699,0.0549302,0.0136685,0.0033348,0.9997315,0.0047455,73.10534668,0.0485966,0.0125177,3.155360222
527,0.0047332,72.64732323,0.0035,0.994171,0.0469557,0.0146823,0.005603,0.9749242,0.0051986,72.64732323,0.0422786,0.0147467,3.15526247
528,0.0046455,72.99963417,0.002692,0.9837783,0.0530135,0.0162817,0.0044265,0.9809354,0.0052814,72.99963417,0.0467129,0.0124687,3.155653238
529,0.0046252,72.29500885,0.0031886,1.0343499,0.045443,0.016549,0.0038347,1.0028179,0.0050988,72.29500885,0.039858,0.0166178,3.155555487
530,0.0045723,71.8370266,0.0023602,1.0035655,0.048229,0.0205722,0.0053703,0.9834641,0.0059442,71.8370266,0.0436481,0.0149703,3.155555487
531,0.0039199,-1,0.0031362,1.0094214,0.0463374,0.0192272,0.0032816,1.0075499,0.00498,-1,0.0487595,0.0108186,-1
532,0.0047463,72.04840698,0.003251,1.0055599,0.0454345,0.0162199,0.0053447,1.0327442,0.0050729,72.04840698,0.0532617,0.0149669,3.155164957
533,0.003889,71.766539,0.0026187,1.0101972,0.0480216,0.0126308,0.0027155,1.0263893,0.0045517,71.766539,0.0443185,0.0115454,3.155067205
534,0.0047667,71.766539,0.0045286,0.9852515,0.0546551,0.0138718,0.0044446,1.0053899,0.0046609,71.766539,0.0447066,0.0166471,3.155067205
535,0.0058262,71.69609604,0.0065064,0.9868224,0.0554,0.0200048,0.0040968,1.0105248,0.0055031,71.69609604,0.0460112,0.0153794,3.154871941
536,0.0054292,71.30856018,0.0032128,0.9952699,0.0486229,0.0154517,0.0046053,0.9683234,0.005634,71.30856018,0.0490426,0.0181568,3.154871941
537,0.0048927,71.37900314,0.0050346,1.0290101,0.0543177,0.0189217,0.0063392,1.0201914,0.0049968,71.37900314,0.044702,0.021789,3.154969454
538,0.0049719,71.13240128,0.006339,0.9950226,0.0505047,0.0176247,0.0032347,0.9827267,0.0057222,71.13240128,0.049431,0.0151928,3.154676437
539,0.0050152,70.7095993,0.0042345,0.9899572,0.0499811,0.0178727,0.0027865,0.9768042,0.0055536,70.7095993,0.043415,0.0185546,3.154285669
540,0.0048518,70.88575821,0.003045,1.011083,0.0492509,0.0151916,0.0054224,1.040904,0.0050102,70.88575821,0.0460399,0.0153115,3.153601885
541,0.0045245,70.81531181,0.0027999,1.0214169,0.043292,0.0163121,0.0039791,0.9934585,0.0056805,70.81531181,0.0605268,0.0163536,3.154480934
542,0.0045414,70.28684196,0.00471,1.0227334,0.0505065,0.015339,0.0023602,0.9884056,0.004684,70.28684196,0.0525352,0.0178548,3.153992653
543,0.004513,70.21635437,0.0034375,0.9955537,0.0443641,0.0167015,0.0042263,1.0031456,0.0047181,70.21635437,0.0424997,0.0123483,3.153211355
544,0.004892,70.28684196,0.0050218,1.0251929,0.0467178,0.0175454,0.0047158,0.9876544,0.0052021,70.28684196,0.0454824,0.0145885,3.15389514
545,0.004668,70.35728836,0.0025267,1.0343473,0.0486284,0.0135573,0.0058872,1.0128874,0.0050776,70.35728836,0.0443353,0.0167256,3.154285669
546,0.0328549,70.49822235,0.0340941,26.5766582,0.909935,0.1791934,0.0606123,32.7316374,0.0514856,70.49822235,0.6385171,0.0896789,3.153992653
547,0.0044318,71.66087112,0.004053,0.9977023,0.0466025,0.0159119,0.0028205,1.0201209,0.0047397,71.66087112,0.0474494,0.015567,3.152918339
548,0.0330632,73.31672707,0.0374381,25.2210642,0.8617404,0.1715329,0.0641996,29.9148483,0.0542169,73.31672707,0.5825127,0.1064672,3.152820349
549,0.0039304,74.40888824,0.002907,1.007723,0.0451631,0.015977,0.0036477,0.9962422,0.0045198,74.40888824,0.0374429,0.0108171,3.153211355
550,0.0049072,75.07829208,0.0034826,1.0022683,0.0572676,0.0166841,0.0027214,1.043649,0.0054058,75.07829208,0.0465699,0.0148866,3.153113604
551,0.0042254,75.14873505,0.0043826,1.0227092,0.0451637,0.0156828,0.0030795,0.9777739,0.0042043,75.14873505,0.049592,0.0129865,3.152625084
552,0.0051132,74.62026863,0.0033845,1.0308186,0.0491495,0.0172343,0.0048761,0.9948105,0.0056076,74.62026863,0.0411712,0.0198834,3.152332067
553,0.0043808,74.72597771,0.0041975,0.9923994,0.0557014,0.0147069,0.0044862,0.9976807,0.0050854,74.72597771,0.0419945,0.0169229,3.151453018
554,0.0042514,74.72597771,0.0025193,1.0179641,0.0547728,0.0150366,0.004602,1.0102722,0.0047536,74.72597771,0.0578985,0.0128889,3.151843548
555,0.0045032,73.95090599,0.0026807,0.9657994,0.047416,0.0172488,0.0034217,0.9960601,0.0052085,73.95090599,0.0455827,0.0145557,3.151843548
556,0.0041644,73.49288254,0.0037214,1.0082465,0.05169,0.0139579,0.0039882,1.0192537,0.0045035,73.49288254,0.04264,0.0124415,3.151941538
557,0.0046257,73.14056816,0.0050568,0.9825352,0.0469293,0.0153162,0.0023448,1.008556,0.0042382,73.14056816,0.0456885,0.0145274,3.151648283
558,0.0041311,72.47116776,0.0042033,1.0106768,0.046991,0.0136247,0.0031853,0.996381,0.0047189,72.47116776,0.046485,0.0134251,3.151746035
559,0.0043206,72.25978737,0.00252,0.9854177,0.0511009,0.014593,0.0028723,1.0130422,0.0044699,72.25978737,0.0447872,0.013173,3.151746035
560,0.0047077,71.8370266,0.0060483,0.9886259,0.0494194,0.0172887,0.00483,1.0075704,0.0053193,71.8370266,0.0444743,0.0141336,3.151843548
561,0.0050973,71.48471222,0.0028004,0.9966989,0.0519209,0.0162351,0.0052987,1.0118745,0.0052516,71.48471222,0.0448966,0.0168614,3.152332067
562,0.0056487,71.48471222,0.0044744,0.9996451,0.0440284,0.0194651,0.0042952,0.9687354,0.0058941,71.48471222,0.0426837,0.0155673,3.151746035
563,0.004775,71.20284767,0.0036726,1.0160921,0.0507483,0.0142107,0.0033869,1.0022329,0.005103,71.20284767,0.0482333,0.0143498,3.152429819
564,0.0049266,71.09713516,0.0022468,1.0063085,0.0436057,0.01465,0.0045986,0.9734583,0.0055018,71.09713516,0.0447462,0.0157464,3.151746035
565,0.0047192,70.53344383,0.0037405,0.9815368,0.0452252,0.0146495,0.0038361,0.9894526,0.004973,70.53344383,0.0435206,0.0144454,3.151843548
566,0.0051383,70.39250984,0.0039386,0.9963661,0.0435851,0.0156231,0.002907,0.9820029,0.005586,70.39250984,0.0383119,0.0188394,3.151746035
567,0.0047031,70.35728836,0.0055997,1.0220776,0.0532447,0.0172094,0.0028816,0.9855968,0.0046293,70.35728836,0.0451264,0.0169096,3.151648283
568,0.0041323,70.60393143,0.0024465,1.0033183,0.0481624,0.0123658,0.0030254,1.0096235,0.0040208,70.60393143,0.0457587,0.0133623,3.151746035
569,0.0051633,69.89930611,0.0051011,1.0401323,0.0473462,0.0188991,0.0026512,0.9996996,0.0050834,69.89930611,0.0518364,0.0152697,3.151746035
570,0.0052081,69.93452759,0.0049571,1.0006191,0.0551773,0.0186412,0.0034288,1.0026449,0.0055769,69.93452759,0.0447884,0.0156156,3.151160002
571,0.0042737,69.58221664,0.0025616,0.9835311,0.0461895,0.0133997,0.0024205,0.9786752,0.004429,69.58221664,0.052134,0.0137001,3.151355267
572,0.0042088,69.22990227,0.0031242,1.0238958,0.0454869,0.0155278,0.0047496,1.0036623,0.0057184,69.22990227,0.0462793,0.0133446,3.151257753
573,0.0048849,69.08896828,0.0027655,1.0025474,0.0547515,0.0160782,0.0038732,1.0202096,0.0047483,69.08896828,0.0433828,0.0146315,3.151257753
574,0.0041622,69.26512375,0.0023345,1.0234186,0.0464421,0.015667,0.0051333,1.0063481,0.0057792,69.26512375,0.048266,0.0180508,3.151257753
575,0.0051135,68.77187881,0.0051992,1.0024789,0.0464987,0.0182261,0.0028969,1.005267,0.0046498,68.77187881,0.0420353,0.0151231,3.150769234
576,0.0046772,68.8071003,0.0045655,1.0049064,0.0476912,0.0122701,0.0022551,0.9914555,0.00425,68.8071003,0.0447891,0.0138514,3.150964737
577,0.0047891,68.49005203,0.0048385,1.0280803,0.0428825,0.01425,0.0036163,0.9968727,0.0045656,68.49005203,0.0419899,0.0149979,3.151257753
578,0.0040473,68.84236641,0.0036271,0.9943596,0.0590094,0.0152614,0.0028385,0.9815363,0.0047644,68.84236641,0.0459803,0.0113906,3.150671482
579,0.0051093,68.17296257,0.0066347,0.9969042,0.0494375,0.0141412,0.0030461,0.9947809,0.0049221,68.17296257,0.0446809,0.0156374,3.15106225
580,0.0043888,68.17296257,0.0026249,1.0099034,0.0454447,0.0182233,0.0039223,0.9965153,0.0052851,68.17296257,0.0487751,0.013447,3.150671482
581,0.0042591,68.03202858,0.0047618,1.0198238,0.0468185,0.0124766,0.0027631,1.0138479,0.0048004,68.03202858,0.0418421,0.0142139,3.151160002
582,0.0044068,68.13774109,0.0033702,0.9974672,0.0541499,0.0192537,0.0063768,0.9920155,0.0054092,68.13774109,0.0475644,0.0137594,3.15057373
583,0.0045501,68.17296257,0.0028849,0.9941001,0.046832,0.0146543,0.0020215,0.9815385,0.0046123,68.17296257,0.044933,0.0146169,3.150671482
584,0.0051608,68.20818405,0.0053469,0.9989673,0.0444204,0.0172405,0.005346,0.993693,0.0055871,68.20818405,0.0515841,0.0187449,3.150183201
585,0.0040064,67.85587311,0.0037932,1.0055181,0.0515704,0.0129081,0.0039968,1.0128555,0.0045743,67.85587311,0.0452316,0.0121617,3.150378466
586,0.0047458,67.18646927,0.0056037,1.0002496,0.0456364,0.0155485,0.0045932,0.9982952,0.005251,67.18646927,0.0494028,0.0162415,3.150085449
587,0.0055159,67.43311234,0.0033386,1.0050335,0.0507632,0.0196435,0.0035481,1.0076865,0.0060421,67.43311234,0.039856,0.0145483,3.150476217
588,0.0044313,67.57400513,0.0038187,1.0045662,0.0439921,0.0197254,0.0056067,1.0118381,0.0052998,67.57400513,0.0448604,0.0130732,3.150085449
589,0.0041862,67.22169075,0.0032763,1.0029928,0.0501734,0.0155203,0.0045972,1.0041221,0.0053468,67.22169075,0.0589857,0.014933,3.150085449
590,0.0049026,67.25695686,0.003386,1.0309898,0.0453918,0.0126691,0.0030681,1.0037511,0.0041142,67.25695686,0.0468631,0.0145159,3.150085449
591,0.0047526,67.22169075,0.0027293,1.0375554,0.0523759,0.0147918,0.0049712,1.0154639,0.0049194,67.22169075,0.0453104,0.0206747,3.150085449
592,0.0050489,67.25695686,0.0035591,1.0075834,0.0496022,0.0141967,0.0034276,1.0288475,0.0043448,67.25695686,0.0430037,0.014469,3.149401665
593,0.0051749,66.65799942,0.00538,0.9808049,0.0464313,0.01814,0.0031054,0.9576303,0.0058845,66.65799942,0.0516149,0.0146427,3.1492064
594,0.0038753,67.64449272,0.001799,0.9832178,0.0482575,0.0162879,0.002773,1.0192673,0.0048217,67.64449272,0.0471894,0.0128101,3.149694681
595,0.0055662,67.15124435,0.0049208,1.0017568,0.0491931,0.018642,0.0041555,0.9988074,0.0060677,67.15124435,0.0489705,0.0178568,3.149304152
596,0.0040864,67.08080139,0.0022316,1.0089122,0.0493402,0.016273,0.0034593,1.0028224,0.004676,67.08080139,0.0443314,0.012976,3.149011135
597,0.0041163,67.08080139,0.0043752,1.0076374,0.0471058,0.0145861,0.0033841,1.0034939,0.0045846,67.08080139,0.0537916,0.0129851,3.148522615
598,0.0042834,67.01031036,0.0035124,0.9989648,0.064861,0.016923,0.0055184,0.9820051,0.0053536,67.01031036,0.0426238,0.0122444,3.149011135
599,0.004652,67.01031036,0.0044103,1.0323749,0.0511426,0.0153188,0.0031942,1.0254834,0.0047905,67.01031036,0.0497193,0.0145783,3.148327351
600,0.0041214,66.65799942,0.0019118,1.0018376,0.0454632,0.0179075,0.002392,1.0009378,0.0046664,66.65799942,0.0423522,0.0177558,3.149108648
601,0.0047786,66.58755302,0.0045163,1.0159524,0.0515561,0.0165622,0.0033111,0.9873608,0.0046622,66.58755302,0.0459546,0.0146066,3.148424864
602,0.0036382,66.65799942,0.0021352,1.0225304,0.0504752,0.0248362,0.0041046,0.9843222,0.0058376,66.65799942,0.0533055,0.0117089,3.148815632
603,0.0041946,66.97508888,0.0032008,0.988107,0.0444691,0.0153841,0.0031709,0.9864344,0.0045705,66.97508888,0.0456535,0.0143196,3.148034334
604,0.0045539,66.7637085,0.0021812,1.0178516,0.0574074,0.0146522,0.0034873,1.0169411,0.0050836,66.7637085,0.0484267,0.0155461,3.148424864
605,0.0052528,66.58755302,0.0052608,0.9972469,0.0486049,0.0222887,0.0026981,1.0081895,0.0056142,66.58755302,0.0486715,0.0169856,3.148620129
606,0.0050098,66.55233154,0.0045452,1.0102239,0.0472555,0.0132684,0.0035992,1.0150497,0.0047729,66.55233154,0.0440308,0.0148026,3.147741079
607,0.00567,66.34090652,0.0043161,0.9994982,0.0471525,0.0177111,0.0037093,0.9950859,0.0059825,66.34090652,0.0415207,0.0176792,3.148327351
608,0.0052909,66.41139755,0.0030314,1.007784,0.0489475,0.0165017,0.0053519,0.9832684,0.0053108,66.41139755,0.0479677,0.0176827,3.148034334
609,0.0054706,66.37617264,0.00454,1.0109605,0.046378,0.0191085,0.003726,0.9979743,0.0056663,66.37617264,0.0410841,0.0159937,3.147838831
610,0.0048104,66.27046356,0.0027483,1.0065753,0.0479033,0.0138299,0.0040698,1.0344535,0.0048136,66.27046356,0.0402315,0.0136246,3.147838831
611,0.0045141,66.51706543,0.0031273,0.9913542,0.045918,0.0142666,0.0038557,1.001962,0.0049843,66.51706543,0.0431563,0.0136791,3.147252798
612,0.0044398,66.37617264,0.0037119,1.0192072,0.0474711,0.015819,0.0047916,0.9967224,0.0054972,66.37617264,0.0582607,0.0146944,3.148131847
613,0.0044539,66.27046356,0.0030204,0.9946458,0.0441224,0.0152676,0.0028701,1.0210905,0.0046581,66.27046356,0.043565,0.0147576,3.147741079
614,0.0046748,66.51706543,0.0045555,1.0126856,0.045895,0.0131715,0.0027386,0.982037,0.0044728,66.51706543,0.0455092,0.0162886,3.147448063
615,0.0049082,66.44661903,0.0041384,1.0137672,0.0450392,0.018257,0.0057042,1.0091978,0.00579,66.44661903,0.0490732,0.0132049,3.147545815
616,0.004845,66.55233154,0.0032289,0.9937331,0.0539176,0.0190272,0.0037076,0.9742185,0.005436,66.55233154,0.044284,0.0133519,3.147545815
617,0.0047873,66.12952957,0.0036019,0.9786197,0.0222864,0.0086148,0.0039628,0.4256304,0.0030973,66.12952957,0.048082,0.0142996,3.147448063
618,0.0041809,66.30568504,0.0021507,1.0157446,0.0443623,0.0126711,0.0031609,1.0222422,0.0046245,66.30568504,0.0449507,0.0134084,3.146471262
619,0.003975,66.20001717,0.0036395,1.0012161,0.0471577,0.0175254,0.0031656,1.0158714,0.0053989,66.20001717,0.0498303,0.0132463,3.146471262
620,0.0051552,66.12952957,0.0025377,1.0057652,-1,-1,-1,-1,-1,66.12952957,0.0450171,0.0129557,3.146764278
621,0.0045586,66.05908318,0.002426,1.0060101,0.0492626,0.0138715,0.0032494,1.0161832,0.0045836,66.05908318,0.0509481,0.0180288,3.146373749
622,0.004455,66.12952957,0.0032474,1.0072236,0.0504706,0.0152697,0.0045918,0.9996973,0.0055342,66.12952957,0.0434027,0.0156841,3.146569014
623,0.0051358,66.05908318,0.0027262,1.0108331,0.0455779,0.0157781,0.0070186,0.9994287,0.0047918,66.05908318,0.0472068,0.0143309,3.146666527
624,0.004257,66.27046356,0.0023248,0.9964737,-1,-1,-1,-1,-1,66.27046356,0.0471753,0.0117461,3.146080732
625,0.0043862,66.16475105,0.0025633,0.9974499,0.0478063,0.0197449,0.0054789,0.9807965,0.005074,66.16475105,0.0465343,0.0115915,3.146373749
626,0.0049482,65.8829277,0.0057326,1.0136181,0.0530653,0.0165717,0.0042426,0.9755523,0.0053154,65.8829277,0.0415758,0.014978,3.146275997
627,0.0046262,66.09430466,0.004398,0.9967869,0.0445926,0.0162553,0.0046414,1.0023877,0.0057034,66.09430466,0.0486178,0.0154205,3.145885229
628,0.0047055,65.98859558,0.0042198,1.0208003,0.050088,0.0139129,0.0041409,1.0254902,0.0042038,65.98859558,0.0472026,0.0143676,3.145494461
629,0.0051277,65.95337067,0.002749,1.009032,0.0453951,0.0131762,0.0033533,1.0137387,0.0046413,65.95337067,0.0445207,0.0171929,3.145885229
630,0.004133,65.53061333,0.0036697,1.0222978,0.0447797,0.012895,0.0042303,1.0053421,0.0043335,65.53061333,0.0493122,0.0119093,3.145689726
631,0.0043548,65.67154732,0.0039635,1.022863,0.0465363,0.0169532,0.0039644,0.9961967,0.0055815,65.67154732,0.04312,0.01169,3.145689726
632,0.0043616,66.02386169,0.0047519,1.0279507,0.0565549,0.0143149,0.0019927,0.9898759,0.0044094,66.02386169,0.0536385,0.0126579,3.145592213
633,0.004881,66.12952957,0.0049511,1.0028532,0.0505522,0.0136717,0.0036338,1.0137751,0.0046773,66.12952957,0.0583382,0.0167193,3.145494461
634,0.0050726,66.09430466,0.002739,1.0148391,0.047826,0.021592,0.0046476,1.0057495,0.0060446,66.09430466,0.0431421,0.0161496,3.145299196
635,0.0050163,65.98859558,0.0033288,1.0136547,0.0511504,0.0189521,0.0046902,0.989209,0.0058946,65.98859558,0.0452099,0.0162171,3.145103931
636,0.0043406,65.8829277,0.0038942,1.0123454,0.0519486,0.0174375,0.0051301,1.0045022,0.0055542,65.8829277,0.0540199,0.0132972,3.144810677
637,0.0045608,66.09430466,0.0034057,1.010755,0.0518294,0.0169774,0.0044017,1.014508,0.0056245,66.09430466,0.0443581,0.0153541,3.145005941
638,0.0046954,65.98859558,0.0037829,1.0193516,0.0437402,0.0166319,0.0038724,1.0017276,0.005506,65.98859558,0.0433174,0.0150432,3.144712925
639,0.0040664,66.02386169,0.0031969,1.0115575,0.0495884,0.0165107,0.0043572,0.99174,0.0050085,66.02386169,0.0503458,0.0119648,3.145201445
640,0.0044631,65.95337067,0.0045245,0.993481,0.0487766,0.0176285,0.0049406,1.0130444,0.0060969,65.95337067,0.0424073,0.014593,3.144908428
641,0.004186,65.8829277,0.0022873,1.0109971,0.0464945,0.0193467,0.0062848,1.0086197,0.0055345,65.8829277,0.0446754,0.0140896,3.144615412
642,0.0048243,65.77721519,0.0044543,0.9835725,0.0466077,0.0154314,0.0045418,0.9920246,0.0051296,65.77721519,0.0404118,0.0181553,3.144420147
643,0.0052244,65.91814919,0.0049891,1.026967,0.045328,0.0141833,0.002711,0.9991192,0.0041405,65.91814919,0.0419869,0.0156896,3.14402914
644,0.0041909,65.84770279,0.0027146,0.9750004,0.0464137,0.0145781,0.0029342,1.0110574,0.0049039,65.84770279,0.0570847,0.0119674,3.143736124
645,0.004631,66.09430466,0.0022135,1.0178759,0.0429591,0.0156693,0.0066742,1.0271154,0.0060862,66.09430466,0.0465842,0.0147355,3.144420147
646,0.0044372,66.20001717,0.003033,0.9826991,0.0512309,0.0149233,0.0038247,0.9989758,0.0050361,66.20001717,0.0443095,0.0149789,3.143736124
647,0.0050535,66.12952957,0.0031291,1.008538,0.0492627,0.0162769,0.004652,1.0105544,0.0047549,66.12952957,0.0439547,0.0180357,3.144224644
648,0.0038763,65.91814919,0.001543,1.0058168,0.0478019,0.013597,0.003764,1.0144989,0.0047018,65.91814919,0.046192,0.0119722,3.143540859
649,0.0049073,66.16475105,0.0026587,0.9781646,0.0470011,0.0150544,0.0037284,0.9925959,0.0050908,66.16475105,0.0454,0.0148909,3.143247843
650,0.0058759,65.8829277,0.0059603,1.0058266,0.045405,0.0131099,0.0035485,0.9908933,0.0043608,65.8829277,0.0477214,0.0169306,3.14315033
651,0.0045081,65.95337067,0.0031157,1.0073828,0.0526724,0.01529,0.003462,1.0144147,0.0052968,65.95337067,0.0469535,0.0175619,3.143247843
652,0.0044401,66.34090652,0.0041281,1.0185832,0.0530583,0.0171769,0.0027816,0.9869852,0.0052555,66.34090652,0.0431702,0.0155746,3.142857075
653,0.003983,66.20001717,0.003,1.03157,-1,-1,-1,-1,-1,66.20001717,0.0460027,0.0158828,3.14315033
654,0.0046369,66.27046356,0.0052978,0.9993197,0.0450181,0.0159793,0.0038954,1.0106204,0.0048254,66.27046356,0.0405596,0.0131382,3.14315033
655,0.0048895,66.51706543,0.0040577,0.9795617,0.0505456,0.0154765,0.004131,1.0152773,0.0054873,66.51706543,0.0458308,0.0142816,3.143247843
656,0.0043463,66.48184052,0.0041758,0.9963318,0.0464768,0.0165139,0.0026299,0.9937976,0.004763,66.48184052,0.0444609,0.0165332,3.142759323
657,0.0042769,66.51706543,0.003019,1.0222074,0.0434642,0.0158686,0.0043892,0.9837964,0.0049311,66.51706543,0.0434028,0.0140989,3.142857075
658,0.0045485,66.51706543,0.0031825,1.0152454,0.0505046,0.0167963,0.0045001,0.9877136,0.0054581,66.51706543,0.0457047,0.0149851,3.142759323
659,0.0044711,66.51706543,0.0031377,1.0372446,0.0497259,0.0152242,0.0041472,1.0078799,0.0052335,66.51706543,0.0479649,0.015805,3.142857075
660,0.0047401,66.9398674,0.0038084,1.0010571,0.0470645,0.0173873,0.0033604,1.0032617,0.004901,66.9398674,0.0455955,0.016075,3.142466545
661,0.0043696,66.51706543,0.0025595,1.0027138,0.0512571,0.0177611,0.0056107,1.0174555,0.0051505,66.51706543,0.0432003,0.0141432,3.142368793
662,0.0037164,67.01031036,0.0020462,0.9630833,0.0489393,0.0155561,0.0044441,1.0157348,0.0056534,67.01031036,0.0520535,0.0114346,3.142075539
663,0.0054742,66.6932209,0.0040321,1.0023321,0.0435242,0.0159604,0.003088,0.9944236,0.0050383,66.6932209,0.051538,0.0156134,3.141782522
664,0.0039045,66.7637085,0.002548,1.0102389,0.0500752,0.0146194,0.0039417,1.0389898,0.0044843,66.7637085,0.0433123,0.0113907,3.141978025
665,0.0040724,66.6932209,0.0033939,0.9958376,0.0494326,0.0157596,0.005501,1.0135292,0.0058527,66.6932209,0.0461264,0.015952,3.142368793
666,0.0041457,66.51706543,0.0031135,1.014433,0.0530973,0.0144567,0.003733,0.9915193,0.0056131,66.51706543,0.0411101,0.0136273,3.142466545
667,0.0048777,66.90464249,0.0031294,1.022386,0.045417,0.0150741,0.0023699,0.9825901,0.0046946,66.90464249,0.0473026,0.0179246,3.141001225
668,0.004843,66.79893341,0.0031507,1.0020017,0.0478789,0.0144358,0.0026356,0.9882576,0.0051725,66.79893341,0.0491307,0.0132365,3.141880274
669,0.0338904,67.18646927,0.0399825,26.4312693,0.9177371,0.1714334,0.0336533,32.8710446,0.0573861,67.18646927,0.566259,0.0968847,3.140610456
670,0.004634,68.20818405,0.0036879,0.9783433,0.0493257,0.0135338,0.0025447,1.0056084,0.0047112,68.20818405,0.048245,0.0132186,3.141196728
671,0.0035042,69.47650414,0.0022385,1.0290762,0.0472731,0.0154053,0.004691,1.0466876,0.0049955,69.47650414,0.0463112,0.0117002,3.140805721
672,0.0037919,69.82881851,0.0018096,0.9704661,0.0510345,0.0161589,0.0028726,0.9776487,0.0046078,69.82881851,0.0425596,0.0120772,3.140805721
673,0.0040152,69.89930611,0.0019011,1.0079921,0.047515,0.0154346,0.0041161,1.0065325,0.0052641,69.89930611,0.0430174,0.0132172,3.140610456
674,0.0044693,70.00497398,0.0027834,0.9615782,0.0480936,0.0151519,0.0042871,0.991674,0.0052435,70.00497398,0.0456758,0.0132072,3.140610456
675,0.0043582,69.9697525,0.0023834,0.9995499,0.046648,0.0151903,0.0037429,1.0143851,0.0049888,69.9697525,0.0522563,0.0133164,3.140610456
676,0.0039883,69.82881851,0.0029935,1.0171077,0.0491923,0.0127843,0.0032418,1.0021077,0.0043469,69.82881851,0.049201,0.0134252,3.140415192
677,0.0042817,69.58221664,0.0033498,1.0091717,0.0510139,0.0174503,0.0040637,1.0045682,0.005647,69.58221664,0.053064,0.0146146,3.140805721
678,0.0048371,69.51172562,0.0052284,0.9826452,0.0479629,0.0185347,0.0028774,1.0084217,0.005049,69.51172562,0.0466849,0.0180066,3.140415192
679,0.004471,69.54699173,0.0027554,1.0230713,0.055485,0.0130731,0.0033185,0.9855399,0.00445,69.54699173,0.0513712,0.0127234,3.140610456
680,0.0046326,69.51172562,0.0040914,0.9870892,0.0551902,0.0164863,0.003137,1.0065371,0.0059776,69.51172562,0.0451102,0.0132458,3.14031744
681,0.0042432,69.30034866,0.0026645,0.9980106,0.0439354,0.0199843,0.0052736,0.9766676,0.0057348,69.30034866,0.0405893,0.013389,3.140415192
682,0.0045569,69.19468079,0.0049831,1.0000588,0.0472891,0.0187956,0.0052544,0.9985752,0.005807,69.19468079,0.049987,0.0154344,3.14031744
683,0.004227,69.37083626,0.0033746,0.988954,0.0481772,0.0157242,0.0026969,1.0019302,0.0047635,69.37083626,0.0496796,0.0128743,3.13982892
684,0.0040609,69.37083626,0.0043779,1.0117264,0.0498594,0.0192194,0.0048061,0.977305,0.0051466,69.37083626,0.0435377,0.0126578,3.140219927
685,0.004566,69.37083626,0.0043078,1.0124727,0.0465835,0.0155285,0.0036948,0.9747443,0.0045909,69.37083626,0.0433288,0.0132637,3.140903473
