,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity
436,0.0046392,66.5666687,0.0021142,0.9743399,0.0426192,0.0159806,0.0049906,66.5666687,0.0032115,1.0355357,3.173040152,0.0453439,0.0142693
437,0.0047322,66.34667435,0.0040449,0.999754,0.0450529,0.0151679,0.005413,66.34667435,0.0042602,1.0754251,3.172844887,0.0588448,0.0165652
438,0.005391,66.05332565,0.0060721,1.004035,0.0425081,0.0186021,0.0054912,66.05332565,0.0065753,1.0431461,3.172649622,0.0532835,0.0191677
439,0.0046505,65.72331696,0.0028155,0.9873498,0.0460996,0.0149195,0.0046734,65.72331696,0.0044339,1.0502713,3.171868086,0.0452382,0.0125818
440,0.0053544,65.31999168,0.0038662,0.9605992,0.0393753,0.0160196,0.0049572,65.31999168,0.0031354,1.0303099,3.172258854,0.0477938,0.0146281
441,0.0046883,65.39334946,0.0037325,1.0071674,0.0438415,0.0132268,0.0045957,65.39334946,0.003138,1.0305344,3.172161102,0.0495112,0.0143577
442,0.0055885,65.43000946,0.0028085,0.9971228,0.0432524,0.0129597,0.0047317,65.43000946,0.0042022,1.0420803,3.171770573,0.0493831,0.021375
443,0.0053464,65.24667511,0.0039539,0.9647966,0.0429489,0.0143843,0.0045431,65.24667511,0.0028163,0.9937496,3.172649622,0.0497529,0.0187166
444,0.0049238,65.02668419,0.0039068,1.0109053,0.0481298,0.0179482,0.005535,65.02668419,0.0039049,1.0350661,3.172161102,0.0449218,0.0161139
445,0.0054837,64.80664864,0.0049209,0.9766161,0.0430515,0.016045,0.005355,64.80664864,0.0039137,1.0557527,3.171868086,0.0490047,0.0175622
446,0.0052776,64.76999207,0.0042107,0.9925913,0.0508001,0.0185826,0.0050176,64.76999207,0.0024179,1.058612,3.172063351,0.0447833,0.0152942
447,0.0055637,64.47668457,0.0037926,0.9701843,0.0406424,0.0126641,0.0045546,64.47668457,0.0026878,1.04375,3.172161102,0.046624,0.0180374
448,0.0049701,64.33001022,0.0035546,0.9949928,0.0432962,0.0140428,0.0045523,64.33001022,0.0044014,1.0241369,3.171379566,0.0485413,0.0165019
449,0.0049456,64.29335022,0.0032801,0.9964337,0.0417951,0.0156278,0.0044858,64.29335022,0.0038523,1.0473449,3.171477556,0.0476328,0.0161651
450,0.0047258,64.07331467,0.0039929,0.9695996,0.0436395,0.0151343,0.0053058,64.07331467,0.0048156,1.0371383,3.17069602,0.049865,0.0132517
451,0.0052348,64.0366581,0.0046865,0.9662166,0.0430413,0.0181261,0.0052629,64.0366581,0.0052786,1.0229627,3.171379566,0.0470213,0.0150776
452,0.0055196,63.81666718,0.0057803,0.988206,0.0464364,0.016847,0.0051002,63.81666718,0.0027171,1.0360622,3.170793772,0.0523057,0.0210636
453,0.0054803,63.63333282,0.0045011,1.0033667,0.0426216,0.0174115,0.0047208,63.63333282,0.0036347,1.0404932,3.171184301,0.0431807,0.0183332
454,0.0053329,63.81666718,0.0037506,0.9813774,0.0405212,0.0142117,0.0044015,63.81666718,0.0042604,1.0460236,3.17069602,0.0440319,0.0153296
455,0.0054135,63.63333282,0.0026412,1.0022182,0.0473772,0.0156716,0.0047355,63.63333282,0.0031924,1.0849064,3.170793772,0.0468048,0.0163722
456,0.0050814,63.56001968,0.0034178,0.9745279,0.0454677,0.0148615,0.0045947,63.56001968,0.0049762,1.0626663,3.171379566,0.0529455,0.0144241
457,0.0044236,63.48665848,0.0031522,0.9790803,0.041252,0.011292,0.0039324,63.48665848,0.0019413,1.0445939,3.170793772,0.0520526,0.0133251
458,0.0052657,63.30332413,0.002743,0.9939069,0.0452191,0.0139078,0.0046511,63.30332413,0.0044942,1.0265576,3.170305252,0.0429253,0.0148986
459,0.0037798,63.15664978,0.0026537,0.9728573,0.0537308,0.0163501,0.0050732,63.15664978,0.0028491,1.0177343,3.170598269,0.0469444,0.0119183
460,0.0047946,63.23001099,0.0034352,0.9981461,0.0429925,0.0139452,0.0040347,63.23001099,0.0020496,1.0596675,3.170793772,0.0449158,0.0150598
461,0.00558,63.26666756,0.004073,0.983215,0.0471525,0.0169542,0.0057597,63.26666756,0.0070846,1.0252131,3.1702075,0.0484781,0.0189502
462,0.0057098,63.15664978,0.0053854,0.9663837,0.0433454,0.0180733,0.005028,63.15664978,0.0038082,1.0242118,3.170305252,0.0527544,0.0179319
463,0.0048269,63.15664978,0.0045101,0.978057,0.0461068,0.0148024,0.0047621,63.15664978,0.0038941,1.0223382,3.170305252,0.0519396,0.0164234
464,0.0052351,63.01001663,0.0048991,1.0053923,0.0448505,0.0164336,0.0053985,63.01001663,0.003341,1.0421913,3.170012236,0.0495795,0.0171734
465,0.005325,62.93665543,0.0059519,0.991756,0.0458457,0.0126341,0.0044357,62.93665543,0.0037109,1.0664237,3.1702075,0.0615718,0.0170936
466,0.0060138,63.01001663,0.0042372,1.0147686,0.0471012,0.019004,0.0054014,63.01001663,0.0034386,1.0484236,3.169425964,0.0516623,0.0170058
467,0.0048222,62.86334229,0.0031909,0.9989187,0.0440477,0.0135875,0.0051775,62.86334229,0.0039127,1.036777,3.169719219,0.0483855,0.0142709
468,0.0055535,62.90000229,0.0042061,0.9961205,0.0491342,0.0163861,0.0052335,62.90000229,0.0023857,1.0324131,3.169816971,0.0496351,0.0200804
469,0.0053283,62.90000229,0.0039942,0.991756,0.0444691,0.0151976,0.0046894,62.90000229,0.0036755,1.0362274,3.169719219,0.0516467,0.0167455
470,0.0048918,62.86334229,0.0036942,1.0071674,0.0457752,0.0153633,0.0046227,62.86334229,0.0026579,1.0171459,3.169132948,0.0447497,0.0165028
471,0.0049781,62.75332451,0.0039567,0.9900854,0.0434275,0.0178152,0.0045833,62.75332451,0.0033638,1.0004619,3.169132948,0.0567839,0.016216
472,0.0059691,62.75332451,0.0030964,0.9995661,0.041446,0.014715,0.0053964,62.75332451,0.0034599,1.0448261,3.169425964,0.043957,0.0201089
473,0.0060147,62.86334229,0.0066058,0.9682631,0.0457358,0.0218026,0.0049285,62.86334229,0.0050427,1.0457758,3.168742418,0.0472704,0.0171802
474,0.0050577,62.46002045,0.0045552,1.0061441,0.0507607,0.0135032,0.0055645,62.46002045,0.0051505,1.0498404,3.169035435,0.0502167,0.0160544
475,0.005208,62.38665924,0.00418,0.9685972,0.0408824,0.0148149,0.0047814,62.38665924,0.0037826,1.033626,3.169035435,0.0469874,0.0168289
476,0.0048348,62.42331581,0.0048752,1.0079609,0.0412812,0.0138587,0.0046749,62.42331581,0.0033236,1.0614611,3.169328451,0.0519346,0.0140926
477,0.0046732,62.71666794,0.0028515,0.9708943,0.0426244,0.0137652,0.0042405,62.71666794,0.0030408,1.0473965,3.168156147,0.0509621,0.0141604
478,0.0059755,62.60664673,0.0040623,0.9656319,0.0466223,0.0141741,0.0038743,62.60664673,0.0015247,1.0437603,3.168937683,0.0479865,0.0191867
479,0.0050402,62.46002045,0.0051256,1.0039723,0.0414083,0.0145886,0.0052666,62.46002045,0.0042152,1.0337912,3.168253899,0.0468444,0.0205944
480,0.0059932,62.46002045,0.0020252,0.9972481,0.0430424,0.0159443,0.0051022,62.46002045,0.0044987,1.0246015,3.168156147,0.044303,0.0204571
481,0.0053278,62.82668228,0.0045574,0.9965172,0.0417941,0.0142004,0.0045842,62.82668228,0.0026029,1.0357448,3.168156147,0.0586907,0.0160426
482,0.0046714,62.53333359,0.0038675,0.9661957,0.0378942,0.014039,0.004097,62.53333359,0.0028623,1.0450352,3.167765617,0.0442226,0.0171329
483,0.0054652,62.38665924,0.0045463,1.0180472,0.0427766,0.0162181,0.0052611,62.38665924,0.0045826,1.0145059,3.168449163,0.0458892,0.0167249
484,0.0055405,62.46002045,0.0031607,0.9812521,0.0485232,0.0154873,0.0052835,62.46002045,0.004697,1.0180698,3.167765617,0.0498959,0.0195576
485,0.0057082,62.56999359,0.0052639,1.0123254,0.0448889,0.0140224,0.0047795,62.56999359,0.0033337,1.0323357,3.167667866,0.0505219,0.0195666
486,0.0061301,62.64335136,0.00554,0.9686181,0.0456651,0.0147131,0.0048018,62.64335136,0.0035737,1.0507255,3.167765617,0.0557659,0.0212703
487,0.0049697,62.60664673,0.0033406,0.9859924,0.041924,0.0177737,0.0048967,62.60664673,0.0027876,1.037177,3.167374849,0.0486167,0.0154838
488,0.0054602,62.60664673,0.0037024,0.9904404,0.0465963,0.0142444,0.0052177,62.60664673,0.0037336,1.0393706,3.167570353,0.0430304,0.0176359
489,0.0066955,62.75332451,0.0077245,0.9898975,0.0458114,0.0158313,0.0050912,62.75332451,0.0030206,1.017693,3.167472363,0.0454667,0.0222079
490,0.0048231,62.38665924,0.0047443,1.0080653,0.0456127,0.0141269,0.0046247,62.38665924,0.0037184,1.0291925,3.167570353,0.0450615,0.017664
491,0.0054724,62.82668228,0.003547,0.9945543,0.045744,0.0145355,0.0051731,62.82668228,0.0039612,1.0597114,3.167374849,0.0522749,0.0149223
492,0.0051545,62.75332451,0.0031061,0.9708316,0.0426049,0.0177249,0.0059864,62.75332451,0.0059251,1.0226505,3.167277098,0.0487474,0.0163174
493,0.0052806,62.75332451,0.0037469,0.9646504,0.0445465,0.0124901,0.0045302,62.75332451,0.0037373,1.058945,3.167081833,0.0515742,0.0150423
494,0.0058567,62.93665543,0.0030111,1.0016961,0.0406672,0.0120604,0.0043704,62.93665543,0.0038404,1.0470945,3.166984081,0.0478854,0.017653
495,0.0048651,63.01001663,0.0039038,1.0238734,0.0450728,0.0158573,0.0045267,63.01001663,0.0042128,1.0509062,3.167179346,0.0457813,0.0149697
496,0.0042344,63.01001663,0.0028189,0.9905239,0.0478181,0.0134494,0.0045986,63.01001663,0.0036121,1.0428055,3.167081833,0.0528739,0.0132969
497,0.0044979,63.01001663,0.002985,1.010258,0.0407982,0.0143758,0.0051982,63.01001663,0.0036657,1.0323254,3.167081833,0.053902,0.0158109
498,0.0043286,63.01001663,0.0019631,0.9957863,0.0411966,0.0144393,0.005116,63.01001663,0.003958,1.0729399,3.166691065,0.0505314,0.0144978
499,0.0048363,63.08333321,0.003422,0.9675113,0.0436156,0.0165715,0.0051312,63.08333321,0.0035269,1.0527926,3.166495562,0.0521664,0.0169289
500,0.003947,63.15664978,0.0033045,1.0248549,0.037147,0.0130975,0.0040011,63.15664978,0.0018607,1.0316338,3.166593552,0.0473981,0.0128144
501,0.0052236,63.33998413,0.0048754,1.0008399,0.0529741,0.0173381,0.0052086,63.33998413,0.0044871,1.0389422,3.166691065,0.049157,0.0167797
502,0.0052729,63.19335098,0.004162,0.9865771,0.0518403,0.0169498,0.0046692,63.19335098,0.0043559,1.0312054,3.166398048,0.0438491,0.0180589
503,0.0046224,63.30332413,0.0031672,1.0067915,0.0404824,0.0119534,0.0041431,63.30332413,0.0036114,1.0604779,3.165812016,0.0456811,0.0148009
504,0.0047006,63.37668533,0.0041916,1.0283632,0.0410666,0.0127383,0.0048242,63.37668533,0.0044668,1.0767335,3.166202545,0.0500432,0.0137727
505,0.0057106,63.30332413,0.0030996,0.9956193,0.0476675,0.0135878,0.0051186,63.30332413,0.0042079,1.0537243,3.165616751,0.0487786,0.0167234
506,0.0044507,63.23001099,0.0031236,0.9673025,0.0455599,0.0145237,0.0052,63.23001099,0.0039659,1.0241885,3.165909767,0.0466701,0.0166894
507,0.0048248,63.44999847,0.0048848,0.993531,0.0449761,0.0154888,0.0048835,63.44999847,0.002228,1.0303125,3.165518761,0.0423281,0.0161339
508,0.0048197,63.52331505,0.0031888,0.987308,0.0462592,0.0174557,0.0045413,63.52331505,0.00276,1.0443926,3.165323496,0.0567907,0.013953
509,0.0056083,63.33998413,0.006743,0.9918604,0.054497,0.0206588,0.0064485,63.33998413,0.0041743,1.0204543,3.165421247,0.0625849,0.0172754
510,0.0046695,63.56001968,0.0046475,1.0176922,0.0428622,0.0197758,0.0053067,63.56001968,0.0039801,1.0510636,3.165616751,0.0457214,0.0183558
511,0.0048727,63.63333282,0.0035399,1.002072,0.0426252,0.016287,0.0054512,63.63333282,0.0042611,1.0509552,3.165128231,0.0464269,0.0157642
512,0.0055038,63.30332413,0.0033892,0.9523923,0.0446257,0.0176091,0.0063627,63.30332413,0.0063688,1.0120594,3.165225744,0.0597782,0.0192147
513,0.0046855,63.30332413,0.0042688,0.9750708,0.0476054,0.0195543,0.005293,63.30332413,0.0028504,1.0351048,3.165128231,0.0404783,0.0159796
514,0.0057125,63.4133419,0.0058292,0.9829018,0.0448745,0.0170885,0.0044757,63.4133419,0.0017796,1.0294041,3.165421247,0.0473016,0.0163669
515,0.0048539,63.56001968,0.004407,0.9799573,0.0439742,0.017791,0.0051377,63.56001968,0.0048769,1.0066555,3.16463995,0.0578024,0.0140409
516,0.0047193,63.63333282,0.0037208,0.9883313,0.0429421,0.0152641,0.0050071,63.63333282,0.0035809,1.0378712,3.164932966,0.0481557,0.0164696
517,0.0047312,63.52331505,0.0049709,0.9753005,0.0441807,0.0150033,0.0050517,63.52331505,0.0031234,1.0512778,3.16463995,0.0489019,0.0149863
518,0.006086,64.0366581,0.0043736,0.9997123,0.0467909,0.0166422,0.0054627,64.0366581,0.004553,1.0362738,3.164737463,0.0467978,0.0171462
519,0.0049589,63.7066494,0.0032749,0.9920484,0.0424824,0.0149453,0.0045407,63.7066494,0.005088,1.0170453,3.164346695,0.0474238,0.012734
520,0.0054571,63.88998032,0.0041913,0.9651307,0.0400051,0.0200933,0.0053356,63.88998032,0.0032543,1.0286712,3.16454196,0.0430187,0.0217583
521,0.0056864,64.07331467,0.0058406,1.0125759,0.0483388,0.0155775,0.0054392,64.07331467,0.004817,1.0111794,3.164053679,0.0578028,0.018024
522,0.0044067,63.96334152,0.0025081,0.9959952,0.0453683,0.0163449,0.0047119,63.96334152,0.0038426,1.0356467,3.163858414,0.05402,0.0123119
523,0.0049654,63.92668495,0.0044868,0.9997332,0.0424495,0.0188821,0.0059058,63.92668495,0.0036239,1.0339925,3.164444447,0.0517067,0.0160909
524,0.0058918,63.74335403,0.0043745,1.0038679,0.0433115,0.0168897,0.0047419,63.74335403,0.0045091,1.0240053,3.163956165,0.0462476,0.0178585
525,0.0044756,64.0366581,0.0032928,0.9507008,0.0515745,0.0149607,0.005247,64.0366581,0.0055741,1.0360596,3.164248943,0.042318,0.0133152
526,0.0059313,63.85332718,0.0037236,0.9939696,0.0431705,0.0205815,0.0054879,63.85332718,0.0039178,1.0236569,3.164346695,0.0451334,0.0161269
527,0.0052288,63.52331505,0.0033073,0.9949719,0.0404919,0.0162111,0.0045239,63.52331505,0.0037404,1.0153343,3.16415143,0.0481902,0.0163055
528,0.0057051,63.74335403,0.0034758,1.0146016,0.048108,0.0153789,0.0049319,63.74335403,0.0036052,1.0579979,3.163956165,0.0438449,0.0168225
529,0.0051532,63.66999283,0.0019833,0.9949928,0.0426485,0.0163444,0.0050673,63.66999283,0.0039832,1.0445655,3.163858414,0.04246,0.0152728
530,0.0052733,63.78000717,0.0032595,1.0293447,0.0428942,0.016556,0.005228,63.78000717,0.0036446,1.0339151,3.163858414,0.0429585,0.0147482
531,0.0048978,63.56001968,0.0033525,0.9950763,0.0444704,0.0123356,0.0046615,63.56001968,0.0028374,1.0427384,3.163369894,0.0451479,0.01413
532,0.0053812,63.85332718,0.0045795,0.9877674,0.0441352,0.0156826,0.0055351,63.85332718,0.0061562,1.0407822,3.163076878,0.0506366,0.0157475
533,0.0056155,63.88998032,0.004333,0.9447911,0.0483664,0.0142223,0.0050916,63.88998032,0.0062322,1.0752238,3.163076878,0.044871,0.0195002
534,0.0043274,63.92668495,0.0032121,0.9818368,0.0437243,0.0189047,0.0053114,63.92668495,0.0036372,1.0534223,3.163174629,0.0469542,0.0135735
535,0.004767,64.18333588,0.0031788,0.9990231,0.0367958,0.0155927,0.0052928,64.18333588,0.0054954,1.0052387,3.162881613,0.0432677,0.0165421
536,0.004768,64.11001587,0.0022921,0.9759688,0.0503343,0.0150509,0.0046963,64.11001587,0.002962,1.0254763,3.163369894,0.0464271,0.0143431
537,0.0060796,64.07331467,0.0068134,0.9803541,0.043124,0.0128502,0.0044537,64.07331467,0.0040635,1.059683,3.163369894,0.0519763,0.0198813
538,0.0054269,64.0366581,0.0034893,0.9978746,0.0481909,0.0183686,0.0047475,64.0366581,0.0043092,1.0906768,3.162686348,0.0455146,0.0153166
539,0.0051313,64.25664902,0.0048318,0.9962458,0.0417678,0.0209127,0.0055899,64.25664902,0.0045941,1.0174479,3.162686348,0.0503097,0.0156453
540,0.0046579,64.33001022,0.0031793,1.0086291,0.0450264,0.0141843,0.0046882,64.33001022,0.002601,1.0295821,3.163369894,0.0449804,0.0137496
541,0.0050411,64.33001022,0.0039857,0.9867651,0.0444246,0.0157104,0.0057328,64.33001022,0.0064308,1.052821,3.162295341,0.0487189,0.0137854
542,0.0054107,64.18333588,0.0060248,1.0070629,0.0425795,0.0132697,0.0043241,64.18333588,0.0048731,1.0529578,3.162197828,0.0510866,0.0157058
543,0.0057342,64.29335022,0.006373,1.0237064,0.0476409,0.0138591,0.0050771,64.29335022,0.0054507,1.024346,3.162295341,0.055963,0.018239
544,0.0047423,64.36666679,0.0047187,1.0386374,0.0476075,0.0143016,0.004429,64.36666679,0.0033427,1.0199072,3.162002563,0.0483058,0.0162651
545,0.0053147,64.18333588,0.0059046,1.0063112,0.04347,0.0138748,0.0044936,64.18333588,0.0024878,1.0567178,3.162295341,0.0507498,0.0166046
546,0.0042075,64.58665771,0.0036485,0.9743817,0.0440605,0.0159133,0.0054677,64.58665771,0.0037399,1.012351,3.161709547,0.0454313,0.0126188
547,0.0050513,64.33001022,0.0051625,0.9805003,0.0482325,0.0195665,0.0049643,64.33001022,0.0047797,1.0383125,3.161904812,0.0509364,0.0165678
548,0.0055136,64.95332642,0.0029092,1.0115318,0.0404538,0.0119965,0.0046849,64.95332642,0.0039706,1.0310402,3.162002563,0.0500577,0.0169013
549,0.0050928,64.51334457,0.0048936,1.0371756,0.042212,0.017754,0.0053601,64.51334457,0.0045368,1.0292389,3.162100077,0.0456781,0.0146411
550,0.0054245,64.43998337,0.0037074,0.9922572,0.0421833,0.0160186,0.0041639,64.43998337,0.001892,1.0218763,3.162100077,0.0486325,0.0198665
551,0.0050083,64.54999771,0.0039659,0.9786835,0.04426,0.0159996,0.005069,64.54999771,0.0042496,1.0331357,3.161709547,0.050242,0.0154907
552,0.0063754,64.43998337,0.007764,0.9919857,0.0455407,0.0151174,0.0050756,64.43998337,0.004998,1.031768,3.161709547,0.0515079,0.020169
553,0.00515,64.36666679,0.0065307,0.984823,0.0534216,0.0143691,0.0051012,64.36666679,0.0047205,1.0379332,3.162588358,0.0461063,0.0189049
554,0.0054233,64.29335022,0.0045945,0.9746114,0.0411265,0.017529,0.0056765,64.29335022,0.0051111,1.033368,3.16180706,0.0512547,0.0158246
555,0.0059249,64.62331772,0.0044919,0.983048,0.0440411,0.0157445,0.0048622,64.62331772,0.0037284,1.0251228,3.161318541,0.0424444,0.0169789
556,0.0048377,64.73333206,0.0040513,0.9705602,0.0527778,0.0134173,0.0045961,64.73333206,0.0033666,1.0173472,3.161318541,0.0453533,0.0161163
557,0.0057285,64.58665771,0.0039967,1.0029073,0.0434342,0.0152656,0.0048643,64.58665771,0.0046104,1.0551385,3.161514044,0.0504793,0.0180265
558,0.004865,64.66001892,0.0025646,1.0000464,0.0468467,0.0134504,0.004371,64.66001892,0.0031988,1.0188285,3.161025763,0.0454647,0.0148024
559,0.0051949,64.40332336,0.0038852,0.9820456,0.0449316,0.0125898,0.0046811,64.40332336,0.0035124,1.0514068,3.160634756,0.0466809,0.0155591
560,0.0051019,64.76999207,0.0059171,0.9691402,0.0421805,0.0168119,0.004871,64.76999207,0.0053657,0.9952309,3.161123276,0.05101,0.0149545
561,0.0052962,64.40332336,0.0051276,1.001717,0.0473374,0.0160685,0.0048694,64.40332336,0.0048893,1.0383796,3.160439491,0.052634,0.0168564
562,0.0050642,64.43998337,0.0038877,0.9836536,0.0498985,0.0191457,0.0050015,64.43998337,0.0039288,1.0492907,3.161709547,0.0436779,0.0141048
563,0.0048201,64.51334457,0.0031426,0.9856374,0.0462273,0.015429,0.005344,64.51334457,0.0036124,1.0351254,3.160634756,0.048878,0.0183647
564,0.005885,64.43998337,0.0034117,0.983758,0.042831,0.0189608,0.0050809,64.43998337,0.0038332,1.0458945,3.160634756,0.0497931,0.0183462
565,0.0053933,64.69667549,0.0024105,0.989981,0.0513835,0.0161866,0.0053703,64.69667549,0.0033939,1.0603127,3.160634756,0.0540789,0.0167464
566,0.0048324,64.33001022,0.0049653,1.0000882,0.0478212,0.0168835,0.0042086,64.33001022,0.0037318,1.0532391,3.161221027,0.047315,0.0126149
567,0.0052966,64.33001022,0.0031137,0.9956193,0.041054,0.0107896,0.0038813,64.33001022,0.0031856,1.0731747,3.160146475,0.0519324,0.0183082
568,0.0053211,64.29335022,0.0035491,1.0237272,0.0440408,0.0135561,0.0041178,64.29335022,0.0023817,1.039368,3.160634756,0.0481278,0.0163374
569,0.0045193,64.00000153,0.002393,0.9983549,0.0435912,0.0180743,0.0047721,64.00000153,0.0034671,1.0227744,3.16034174,0.046145,0.013453
570,0.0055322,64.11001587,0.00414,0.9848648,0.0409959,0.0154961,0.0047022,64.11001587,0.0021197,1.0313705,3.160244226,0.0496661,0.0174521
571,0.004996,64.0366581,0.0050552,1.011135,0.0428975,0.0153279,0.0053066,64.0366581,0.0043868,1.0424674,3.160928011,0.0428616,0.0161491
572,0.0047328,63.78000717,0.0028835,1.0273608,0.0436153,0.0173067,0.0055129,63.78000717,0.002037,1.0496313,3.159853458,0.0476251,0.0148988
573,0.0046679,63.88998032,0.0045177,0.9824841,0.0462989,0.0193067,0.0046276,63.88998032,0.0046561,1.067745,3.160244226,0.0497314,0.0161652
574,0.0049579,63.7066494,0.004079,0.9792265,0.0432848,0.0141052,0.0046178,63.7066494,0.0026853,1.0419409,3.15946269,0.0519304,0.0133974
575,0.0045754,63.59667625,0.0035925,0.972377,0.0416374,0.0163835,0.0047618,63.59667625,0.0052018,1.0174066,3.159755945,0.052309,0.0146213
576,0.0045268,63.52331505,0.0030415,1.0035756,0.0459821,0.0143606,0.0047985,63.52331505,0.0031389,1.0418068,3.160146475,0.0518884,0.0195719
577,0.0056216,63.56001968,0.0047336,1.0124924,0.0448827,0.0152228,0.0046217,63.56001968,0.0021919,1.0287796,3.15995121,0.0482966,0.019762
578,0.0053606,63.26666756,0.0036113,0.9812103,0.0442959,0.0162554,0.004879,63.26666756,0.0044938,1.0417448,3.160048962,0.0504182,0.0175057
579,0.0061693,63.19335098,0.0037624,1.0076477,0.0438354,0.0167018,0.0047691,63.19335098,0.0028272,1.0200285,3.160244226,0.0457523,0.0176091
580,0.0048472,63.23001099,0.0022072,1.0072927,0.0405212,0.0144742,0.0044664,63.23001099,0.0016439,1.0077549,3.159755945,0.0493945,0.0150424
581,0.005529,63.04667664,0.0036967,0.9765744,0.0397817,0.0136283,0.0045931,63.04667664,0.0023009,1.0259692,3.158974409,0.0493315,0.0153895
582,0.0045679,63.26666756,0.0032131,1.0046614,0.044979,0.0142966,0.0045929,63.26666756,0.0034048,1.0261266,3.159853458,0.0497096,0.0137554
583,0.0057054,63.19335098,0.003985,0.9795815,0.0434738,0.0150683,0.0048802,63.19335098,0.0038457,1.0426868,3.159364939,0.0475761,0.0181229
584,0.0038255,63.08333321,0.0028517,1.0122836,0.044599,0.0144033,0.0045253,63.08333321,0.006268,1.0351383,3.159364939,0.0441207,0.0123216
585,0.0055033,62.97331543,0.0036264,0.9601815,0.0429091,0.0159346,0.0057379,62.97331543,0.0037125,1.0170324,3.159169674,0.0535772,0.0166505
586,0.0052783,62.49667358,0.003601,0.9660913,0.0501889,0.0158864,0.0048092,62.49667358,0.006631,1.0349912,3.159072161,0.0459437,0.0174415
587,0.0050281,62.68000793,0.0046715,0.9634183,0.0413975,0.0179455,0.0056715,62.68000793,0.0055685,1.0201214,3.158876657,0.0510631,0.0155571
588,0.0045653,62.60664673,0.0029398,0.9794353,0.0394833,0.0144355,0.0039287,62.60664673,0.002209,1.0769115,3.158583641,0.0465664,0.0130833
589,0.0064067,62.53333359,0.0027198,0.9820456,0.0428944,0.0161625,0.0050711,62.53333359,0.0041674,1.0292776,3.158681154,0.0535151,0.0209997
590,0.0043937,62.56999359,0.0051357,0.9832359,0.040704,0.0144266,0.0039465,62.56999359,0.0027319,1.0490816,3.158876657,0.0595107,0.013903
591,0.006352,62.49667358,0.0049209,0.9624786,0.0453533,0.0148296,0.0045463,62.49667358,0.0032467,1.0320286,3.158681154,0.0462353,0.0169841
592,0.0052104,62.34999924,0.0041932,0.9778064,0.0400509,0.0131298,0.0050894,62.34999924,0.0040452,1.0436003,3.158876657,0.0508482,0.0170012
593,0.0055811,62.71666794,0.0044315,1.0052879,0.0463731,0.0171068,0.0050498,62.71666794,0.003363,1.0236002,3.158779144,0.0511781,0.0172988
594,0.0046108,62.71666794,0.0026652,0.9972064,0.0431832,0.01569,0.004854,62.71666794,0.0025344,1.0351306,3.158388138,0.0522688,0.0141315
595,0.0054555,62.2766861,0.0031935,0.9540003,0.0402075,0.0131605,0.0044967,62.2766861,0.0046377,1.0555256,3.158388138,0.0483218,0.0156117
596,0.0053806,62.34999924,0.0053048,0.9904195,0.0436878,0.0147039,0.004874,62.34999924,0.0045717,1.0210659,3.15809536,0.0458479,0.0159929
597,0.0055202,62.42331581,0.0048319,0.9776811,0.0562667,0.015588,0.0053058,62.42331581,0.0031283,0.9941806,3.158681154,0.0456238,0.0168702
598,0.0057377,62.42331581,0.0057887,0.9709361,0.0433474,0.018038,0.004856,62.42331581,0.0021528,1.0294144,3.158388138,0.0678797,0.0196758
599,0.0046368,62.09335175,0.0044286,0.9656736,0.0435772,0.0154589,0.0049241,62.09335175,0.0046903,1.034248,3.158192873,0.0502985,0.0153882
600,0.0052743,62.05665054,0.0035765,1.0150819,0.0428299,0.0147174,0.0050176,62.05665054,0.0035686,1.0406119,3.158290625,0.0522169,0.0158485
601,0.0048735,62.53333359,0.0047417,0.9830688,0.0419092,0.0138147,0.0042243,62.53333359,0.0022595,1.019884,3.158681154,0.0572159,0.0147558
602,0.0046397,62.34999924,0.0029966,0.9952434,0.0423581,0.0153661,0.005637,62.34999924,0.0024523,1.0497062,3.15760684,0.0486415,0.0167006
603,0.0053718,62.42331581,0.0037268,0.9726067,0.0448451,0.0124496,0.0045123,62.42331581,0.0036447,1.0383383,3.157509089,0.0480048,0.0168269
604,0.0062136,62.56999359,0.0036272,0.9541256,0.0523975,0.017399,0.0052884,62.56999359,0.0047967,1.0338531,3.157704353,0.0517142,0.0217282
605,0.0063475,62.31334267,0.0080382,0.9753841,0.0464272,0.0158343,0.0051741,62.31334267,0.004772,1.046359,3.157802343,0.0449222,0.0198533
606,0.0053441,62.34999924,0.0059583,0.9793935,0.0433671,0.0155249,0.0043854,62.34999924,0.0036406,1.0288596,3.15760684,0.0498491,0.025251
