Time (UTC),Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation
3/4/2020 1:44,1.06E+00,1.06E+00
3/4/2020 1:53,1.00E+00,1.11E+00
3/4/2020 2:03,1.01E+00,1.10E+00
3/4/2020 2:13,1.02E+00,1.08E+00
3/4/2020 2:23,1.03E+00,1.01E+00
3/4/2020 2:33,9.99E-01,1.11E+00
3/4/2020 2:43,1.03E+00,1.08E+00
3/4/2020 2:54,1.01E+00,1.13E+00
3/4/2020 3:03,1.03E+00,1.07E+00
3/4/2020 3:13,1.05E+00,1.06E+00
3/4/2020 3:23,9.72E-01,1.08E+00
3/4/2020 3:33,1.01E+00,9.99E-01
3/4/2020 3:43,1.03E+00,1.10E+00
3/4/2020 3:53,1.05E+00,1.05E+00
3/4/2020 4:04,1.03E+00,1.03E+00
3/4/2020 4:14,1.01E+00,1.09E+00
3/4/2020 4:23,1.00E+00,1.10E+00
3/4/2020 4:33,1.08E+00,1.02E+00
3/4/2020 4:43,1.04E+00,1.10E+00
3/4/2020 4:53,1.00E+00,1.07E+00
3/4/2020 5:03,9.89E-01,1.08E+00
3/4/2020 5:14,1.41E+01,1.35E+01
3/4/2020 5:24,1.01E+00,1.13E+00
3/4/2020 5:33,1.02E+00,1.05E+00
3/4/2020 5:43,9.75E-01,1.09E+00
3/4/2020 5:53,1.05E+00,1.08E+00
3/4/2020 6:03,1.06E+00,1.10E+00
3/4/2020 6:13,9.73E-01,1.03E+00
3/4/2020 6:24,1.03E+00,1.09E+00
3/4/2020 6:34,1.04E+00,1.14E+00
3/4/2020 6:43,9.91E-01,1.09E+00
3/4/2020 6:53,9.97E-01,1.13E+00
3/4/2020 7:03,9.93E-01,1.02E+00
3/4/2020 7:13,1.04E+00,1.11E+00
3/4/2020 7:23,9.70E-01,1.08E+00
3/4/2020 7:34,1.06E+00,1.07E+00
3/4/2020 7:43,1.01E+00,1.09E+00
3/4/2020 7:53,1.09E+00,1.05E+00
3/4/2020 8:03,9.95E-01,1.12E+00
3/4/2020 8:13,9.83E-01,1.07E+00
3/4/2020 8:23,1.03E+00,1.08E+00
3/4/2020 8:33,1.05E+00,1.05E+00
3/4/2020 8:44,1.05E+00,1.05E+00
3/4/2020 8:53,1.05E+00,1.07E+00
3/4/2020 9:03,1.05E+00,1.07E+00
3/4/2020 9:13,1.03E+00,1.06E+00
3/4/2020 9:23,1.00E+00,1.09E+00
3/4/2020 9:33,9.91E-01,1.06E+00
3/4/2020 9:43,9.88E-01,1.13E+00
3/4/2020 9:54,2.69E+00,1.25E+00
3/4/2020 10:04,9.88E-01,1.11E+00
3/4/2020 10:13,9.92E-01,1.10E+00
3/4/2020 10:23,9.60E-01,1.12E+00
3/4/2020 10:33,1.03E+00,1.12E+00
3/4/2020 10:43,1.05E+00,1.07E+00
3/4/2020 10:53,1.04E+00,1.07E+00
3/4/2020 11:04,1.02E+00,1.05E+00
3/4/2020 11:14,1.01E+00,1.07E+00
3/4/2020 11:23,1.00E+00,1.01E+00
3/4/2020 11:33,9.49E-01,1.10E+00
3/4/2020 11:43,1.03E+00,1.09E+00
3/4/2020 11:53,9.94E-01,1.04E+00
3/4/2020 12:03,1.04E+00,1.08E+00
3/4/2020 12:14,9.67E-01,1.11E+00
3/4/2020 12:24,9.61E-01,9.90E-01
3/4/2020 12:33,1.05E+00,1.06E+00
3/4/2020 12:43,1.03E+00,1.12E+00
3/4/2020 12:53,1.01E+00,1.08E+00
3/4/2020 13:03,1.04E+00,1.08E+00
3/4/2020 13:13,1.04E+00,1.03E+00
3/4/2020 13:24,1.05E+00,1.11E+00
3/4/2020 13:34,1.05E+00,1.09E+00
3/4/2020 13:43,9.83E-01,1.05E+00
3/4/2020 13:53,9.64E-01,1.12E+00
3/4/2020 14:03,9.95E-01,1.07E+00
3/4/2020 14:13,1.03E+00,1.06E+00
3/4/2020 14:23,1.05E+00,1.08E+00
3/4/2020 14:33,1.03E+00,1.06E+00
3/4/2020 14:44,1.02E+00,1.05E+00
3/4/2020 14:53,1.04E+00,1.13E+00
3/4/2020 15:03,1.02E+00,1.09E+00
3/4/2020 15:13,1.01E+00,1.01E+00
3/4/2020 15:23,9.95E-01,1.06E+00
3/4/2020 15:33,1.04E+00,1.09E+00
3/4/2020 15:43,1.08E+00,1.05E+00
3/4/2020 15:54,1.05E+00,1.15E+00
3/4/2020 16:03,1.02E+00,1.13E+00
3/4/2020 16:13,1.03E+00,1.10E+00
3/4/2020 16:23,9.89E-01,1.04E+00
3/4/2020 16:33,1.03E+00,1.10E+00
3/4/2020 16:43,1.05E+00,1.01E+00
3/4/2020 16:54,1.02E+00,1.03E+00
3/4/2020 17:04,9.99E-01,1.08E+00
3/4/2020 17:13,1.03E+00,1.14E+00
3/4/2020 17:23,1.00E+00,1.10E+00
3/4/2020 17:33,1.01E+00,1.07E+00
3/4/2020 17:43,1.01E+00,1.10E+00
3/4/2020 17:53,9.88E-01,1.03E+00
3/4/2020 18:03,1.02E+00,1.12E+00
3/4/2020 18:14,1.03E+00,1.09E+00
3/4/2020 18:24,1.02E+00,1.02E+00
3/4/2020 18:33,1.05E+00,1.07E+00
3/4/2020 18:43,1.04E+00,1.07E+00
3/4/2020 18:53,9.78E-01,1.05E+00
3/4/2020 19:03,1.05E+00,1.07E+00
3/4/2020 19:13,1.01E+00,1.03E+00
3/4/2020 19:24,1.02E+00,1.13E+00
3/4/2020 19:34,1.40E+01,1.58E+01
3/4/2020 19:43,9.94E-01,1.14E+00
3/4/2020 19:53,1.00E+00,1.11E+00
3/4/2020 20:03,9.86E-01,1.03E+00
3/4/2020 20:13,1.03E+00,1.12E+00
3/4/2020 20:23,9.91E-01,1.07E+00
3/4/2020 20:34,1.05E+00,1.07E+00
3/4/2020 20:43,1.01E+00,1.09E+00
3/4/2020 20:53,9.69E-01,1.08E+00
3/4/2020 21:03,9.67E-01,1.07E+00
3/4/2020 21:13,1.05E+00,1.04E+00
3/4/2020 21:23,9.79E-01,1.07E+00
3/4/2020 21:34,1.04E+00,1.05E+00
3/4/2020 21:44,1.02E+00,1.05E+00
3/4/2020 21:53,1.03E+00,1.06E+00
3/4/2020 22:03,1.03E+00,1.10E+00
3/4/2020 22:13,1.06E+00,1.04E+00
3/4/2020 22:23,9.73E-01,1.07E+00
3/4/2020 22:33,9.95E-01,1.14E+00
3/4/2020 22:44,1.00E+00,1.08E+00
3/4/2020 22:54,1.05E+00,1.02E+00
3/4/2020 23:03,1.05E+00,1.10E+00
3/4/2020 23:13,1.02E+00,1.11E+00
3/4/2020 23:23,1.05E+00,1.13E+00
3/4/2020 23:33,1.02E+00,1.06E+00
3/4/2020 23:43,9.82E-01,1.07E+00
3/4/2020 23:54,9.69E-01,1.11E+00
3/5/2020 0:04,9.65E-01,1.06E+00
3/5/2020 0:13,9.46E-01,1.06E+00
3/5/2020 0:23,1.00E+00,1.08E+00
3/5/2020 0:33,1.04E+00,1.08E+00
3/5/2020 0:43,1.06E+00,1.11E+00
3/5/2020 0:53,1.02E+00,1.06E+00
3/5/2020 1:04,1.06E+00,1.10E+00
3/5/2020 1:14,6.57E+00,1.46E+01
3/5/2020 1:23,1.05E+00,1.12E+00
3/5/2020 1:33,1.00E+00,1.08E+00
3/5/2020 1:43,1.01E+00,1.06E+00
3/5/2020 1:53,1.06E+00,1.07E+00
3/5/2020 2:03,1.07E+00,1.08E+00
3/5/2020 2:14,1.44E+01,1.57E+01
3/5/2020 2:24,1.04E+00,1.11E+00
3/5/2020 2:33,9.99E-01,1.09E+00
3/5/2020 2:43,1.00E+00,1.08E+00
3/5/2020 2:53,9.91E-01,1.09E+00
3/5/2020 3:03,1.03E+00,1.09E+00
3/5/2020 3:13,1.04E+00,1.07E+00
3/5/2020 3:24,9.97E-01,1.09E+00
3/5/2020 3:34,9.72E-01,1.10E+00
3/5/2020 3:43,9.46E-01,1.07E+00
3/5/2020 3:53,9.90E-01,1.07E+00
3/5/2020 4:03,1.03E+00,1.06E+00
3/5/2020 4:13,9.97E-01,1.03E+00
3/5/2020 4:23,1.07E+00,1.05E+00
3/5/2020 4:34,1.01E+00,1.05E+00
3/5/2020 4:44,1.05E+00,1.06E+00
3/5/2020 4:53,9.71E-01,1.07E+00
3/5/2020 5:03,1.07E+00,1.06E+00
3/5/2020 5:13,1.06E+00,1.16E+00
3/5/2020 5:23,9.88E-01,1.05E+00
3/5/2020 5:33,1.03E+00,1.08E+00
3/5/2020 5:44,1.04E+00,1.07E+00
3/5/2020 5:54,1.01E+00,1.11E+00
3/5/2020 6:03,1.05E+00,1.12E+00
3/5/2020 6:13,1.05E+00,1.05E+00
3/5/2020 6:23,9.99E-01,1.08E+00
3/5/2020 6:33,9.94E-01,1.08E+00
3/5/2020 6:43,1.00E+00,1.17E+00
3/5/2020 6:54,1.43E+01,1.50E+01
3/5/2020 7:04,9.65E-01,1.06E+00
3/5/2020 7:13,1.04E+00,1.09E+00
3/5/2020 7:23,1.04E+00,1.05E+00
3/5/2020 7:33,9.85E-01,1.11E+00
3/5/2020 7:43,1.05E+00,1.06E+00
3/5/2020 7:53,1.02E+00,1.05E+00
3/5/2020 8:03,1.01E+00,1.11E+00
3/5/2020 8:14,9.98E-01,1.08E+00
3/5/2020 8:24,1.03E+00,1.02E+00
3/5/2020 8:33,9.78E-01,1.05E+00
3/5/2020 8:43,1.02E+00,1.07E+00
3/5/2020 8:53,1.02E+00,1.04E+00
3/5/2020 9:03,1.05E+00,1.12E+00
3/5/2020 9:13,9.35E-01,1.06E+00
3/5/2020 9:24,1.05E+00,1.07E+00
3/5/2020 9:34,9.62E-01,1.03E+00
3/5/2020 9:43,1.00E+00,1.03E+00
3/5/2020 9:53,1.03E+00,1.10E+00
3/5/2020 10:03,9.91E-01,1.03E+00
3/5/2020 10:13,1.01E+00,1.10E+00
3/5/2020 10:23,9.72E-01,1.08E+00
3/5/2020 10:34,9.94E-01,1.09E+00
3/5/2020 10:44,9.58E-01,1.09E+00
3/5/2020 10:53,1.05E+00,1.07E+00
3/5/2020 11:03,1.06E+00,1.07E+00
3/5/2020 11:13,1.01E+00,1.07E+00
3/5/2020 11:23,9.96E-01,1.13E+00
3/5/2020 11:33,9.76E-01,1.06E+00
3/5/2020 11:44,1.03E+00,1.08E+00
3/5/2020 11:54,1.03E+00,1.10E+00
3/5/2020 12:03,1.05E+00,1.13E+00
3/5/2020 12:13,1.04E+00,1.04E+00
3/5/2020 12:23,1.01E+00,1.03E+00
3/5/2020 12:33,1.03E+00,1.02E+00
3/5/2020 12:43,9.64E-01,1.08E+00
3/5/2020 12:54,1.01E+00,1.13E+00
3/5/2020 13:04,9.76E-01,1.12E+00
3/5/2020 13:13,9.93E-01,1.07E+00
3/5/2020 13:23,1.00E+00,1.07E+00
3/5/2020 13:33,1.04E+00,1.07E+00
3/5/2020 13:43,1.05E+00,1.10E+00
3/5/2020 13:53,1.00E+00,1.04E+00
3/5/2020 14:04,1.05E+00,1.08E+00
3/5/2020 14:14,1.02E+00,1.11E+00
3/5/2020 14:23,9.53E-01,1.10E+00
3/5/2020 14:33,1.00E+00,1.09E+00
3/5/2020 14:43,9.99E-01,1.08E+00
3/5/2020 14:53,9.94E-01,1.09E+00
3/5/2020 15:03,1.02E+00,1.10E+00
3/5/2020 15:13,1.04E+00,1.06E+00
3/5/2020 15:24,9.78E-01,1.09E+00
3/5/2020 15:34,1.02E+00,1.10E+00
3/5/2020 15:43,1.02E+00,1.09E+00
3/5/2020 15:53,9.75E-01,1.04E+00
3/5/2020 16:03,9.85E-01,1.11E+00
3/5/2020 16:13,1.07E+00,1.03E+00
3/5/2020 16:23,1.03E+00,1.10E+00
3/5/2020 16:34,1.43E+01,1.44E+00
3/5/2020 16:44,1.05E+00,1.01E+00
3/5/2020 16:53,1.00E+00,1.03E+00
3/5/2020 17:03,9.94E-01,1.00E+00
3/5/2020 17:13,1.06E+00,1.07E+00
3/5/2020 17:23,1.06E+00,1.04E+00
3/5/2020 17:33,1.03E+00,1.08E+00
3/5/2020 17:44,1.08E+00,1.10E+00
3/5/2020 17:54,1.02E+00,1.05E+00
3/5/2020 18:03,1.00E+00,1.05E+00
3/5/2020 18:13,1.01E+00,1.06E+00
3/5/2020 18:23,1.02E+00,1.11E+00
3/5/2020 18:33,9.82E-01,1.07E+00
3/5/2020 18:43,9.97E-01,1.09E+00
3/5/2020 18:54,9.96E-01,1.06E+00
3/5/2020 19:04,9.82E+00,1.18E+01
3/5/2020 19:13,9.77E-01,1.07E+00
3/5/2020 19:23,1.00E+00,1.04E+00
3/5/2020 19:33,1.06E+00,1.10E+00
3/5/2020 19:43,1.02E+00,1.09E+00
3/5/2020 19:53,1.03E+00,1.06E+00
3/5/2020 20:04,1.03E+00,1.07E+00
3/5/2020 20:14,1.09E+00,1.16E+00
3/5/2020 20:23,1.01E+00,1.09E+00
3/5/2020 20:33,1.02E+00,1.10E+00
3/5/2020 20:43,1.04E+00,1.07E+00
3/5/2020 20:53,9.93E-01,1.09E+00
3/5/2020 21:03,1.01E+00,1.07E+00
3/5/2020 21:14,1.44E+01,1.78E+00
3/5/2020 21:24,9.79E-01,1.13E+00
3/5/2020 21:33,1.02E+00,1.06E+00
3/5/2020 21:43,1.00E+00,1.09E+00
3/5/2020 21:53,1.03E+00,1.06E+00
3/5/2020 22:03,1.02E+00,1.14E+00
3/5/2020 22:13,1.02E+00,1.05E+00
3/5/2020 22:24,1.03E+00,1.09E+00
3/5/2020 22:34,1.03E+00,1.04E+00
3/5/2020 22:43,1.02E+00,1.03E+00
3/5/2020 22:53,9.69E-01,1.05E+00
3/5/2020 23:03,9.93E-01,1.11E+00
3/5/2020 23:13,9.97E-01,1.10E+00
3/5/2020 23:23,1.00E+00,1.13E+00
3/5/2020 23:34,1.05E+00,1.05E+00
3/5/2020 23:44,9.47E-01,1.14E+00
3/5/2020 23:53,1.02E+00,1.09E+00
3/6/2020 0:03,1.30E+01,1.54E+01
3/6/2020 0:13,1.04E+00,1.06E+00
3/6/2020 0:23,8.47E+00,1.02E+01
3/6/2020 0:33,1.01E+00,1.06E+00
3/6/2020 0:44,1.01E+00,1.07E+00
3/6/2020 0:54,9.65E-01,1.08E+00
3/6/2020 1:03,9.99E-01,1.07E+00
3/6/2020 1:13,1.00E+00,1.13E+00
3/6/2020 1:23,9.69E-01,1.05E+00
3/6/2020 1:33,1.04E+00,1.08E+00
3/6/2020 1:43,1.01E+00,1.08E+00
3/6/2020 1:54,1.44E+01,1.59E+01
3/6/2020 2:04,9.90E-01,1.15E+00
3/6/2020 2:13,9.44E-01,1.13E+00
3/6/2020 2:23,1.12E+00,1.06E+00
3/6/2020 2:33,1.03E+00,1.84E+00
3/6/2020 2:43,1.03E+00,1.11E+00
3/6/2020 2:53,9.81E-01,1.14E+00
3/6/2020 3:04,1.04E+00,1.04E+00
3/6/2020 3:14,1.03E+00,1.08E+00
3/6/2020 3:23,1.01E+00,1.08E+00
3/6/2020 3:33,9.73E-01,1.08E+00
3/6/2020 3:43,1.03E+00,1.02E+00
3/6/2020 3:53,9.52E-01,1.05E+00
3/6/2020 4:03,1.05E+00,1.09E+00
3/6/2020 4:14,1.00E+00,1.01E+00
3/6/2020 4:24,9.60E-01,1.10E+00
3/6/2020 4:33,1.14E+00,1.08E+00
3/6/2020 4:43,1.03E+00,1.14E+00
3/6/2020 4:53,1.04E+00,1.10E+00
3/6/2020 5:13,1.00E+00,1.04E+00
3/6/2020 5:24,1.02E+00,1.04E+00
3/6/2020 5:34,9.86E-01,1.10E+00
3/6/2020 5:43,9.67E-01,1.03E+00
3/6/2020 5:53,1.01E+00,1.06E+00
3/6/2020 6:03,1.02E+00,1.10E+00
3/6/2020 6:13,1.04E+00,1.09E+00
3/6/2020 6:23,1.01E+00,1.12E+00
3/6/2020 6:34,1.26E+00,1.51E+01
3/6/2020 6:44,1.06E+00,1.10E+00
3/6/2020 6:53,1.05E+00,1.08E+00
3/6/2020 7:03,1.07E+00,1.12E+00
3/6/2020 7:13,1.06E+00,1.08E+00
3/6/2020 7:23,9.76E-01,1.07E+00
3/6/2020 7:33,1.01E+00,1.04E+00
3/6/2020 7:44,9.95E-01,1.09E+00
3/6/2020 7:54,1.01E+00,1.09E+00
3/6/2020 8:03,1.03E+00,1.01E+00
3/6/2020 8:13,1.05E+00,1.13E+00
3/6/2020 8:23,9.75E-01,1.10E+00
3/6/2020 8:33,9.71E-01,1.09E+00
3/6/2020 8:43,9.48E-01,1.09E+00
3/6/2020 8:54,1.03E+00,1.13E+00
3/6/2020 9:04,9.95E-01,1.06E+00
3/6/2020 9:13,1.03E+00,9.98E-01
3/6/2020 9:23,1.02E+00,1.07E+00
3/6/2020 9:33,1.05E+00,1.06E+00
3/6/2020 9:43,1.03E+00,1.09E+00
3/6/2020 9:53,1.03E+00,1.11E+00
3/6/2020 10:04,1.02E+00,1.06E+00
3/6/2020 10:14,1.07E+00,1.03E+00
3/6/2020 10:23,9.96E-01,1.05E+00
3/6/2020 10:33,1.05E+00,1.11E+00
3/6/2020 10:43,9.61E-01,1.10E+00
3/6/2020 10:53,1.06E+00,1.12E+00
3/6/2020 11:03,1.01E+00,1.07E+00
3/6/2020 11:14,1.05E+00,1.07E+00
3/6/2020 11:24,9.77E-01,1.05E+00
3/6/2020 11:33,1.02E+00,1.10E+00
3/6/2020 11:43,9.90E-01,9.95E-01
3/6/2020 11:53,9.93E-01,1.03E+00
3/6/2020 12:03,1.05E+00,1.05E+00
3/6/2020 12:13,1.06E+00,1.08E+00
3/6/2020 12:24,9.89E-01,1.07E+00
3/6/2020 12:34,1.01E+00,1.10E+00
3/6/2020 12:43,9.84E-01,1.07E+00
3/6/2020 12:53,1.01E+00,1.11E+00
3/6/2020 13:03,1.02E+00,1.05E+00
3/6/2020 13:13,1.04E+00,1.11E+00
3/6/2020 13:23,1.03E+00,1.13E+00
3/6/2020 13:34,1.05E+00,1.16E+00
3/6/2020 13:44,9.84E-01,1.04E+00
3/6/2020 13:53,1.03E+00,1.10E+00
3/6/2020 14:03,1.00E+00,1.02E+00
3/6/2020 14:13,1.04E+00,1.10E+00
3/6/2020 14:23,9.78E-01,1.07E+00
3/6/2020 14:33,9.37E-01,1.03E+00
3/6/2020 14:44,9.70E-01,1.09E+00
3/6/2020 14:54,1.03E+00,1.03E+00
3/6/2020 15:03,1.02E+00,1.06E+00
3/6/2020 15:13,1.03E+00,1.14E+00
3/6/2020 15:23,1.05E+00,1.09E+00
3/6/2020 15:33,1.00E+00,1.05E+00
3/6/2020 15:43,1.01E+00,1.05E+00
3/6/2020 15:54,1.00E+00,1.08E+00
3/6/2020 16:04,9.87E-01,1.11E+00
3/6/2020 16:13,9.78E-01,1.08E+00
3/6/2020 16:23,1.02E+00,1.06E+00
3/6/2020 16:33,1.02E+00,1.05E+00
3/6/2020 16:43,9.53E-01,1.04E+00
3/6/2020 16:53,1.03E+00,1.14E+00
3/6/2020 17:04,9.67E-01,1.06E+00
3/6/2020 17:14,1.02E+00,1.07E+00
3/6/2020 17:23,1.00E+00,1.08E+00
3/6/2020 17:33,1.10E+00,1.07E+00
3/6/2020 17:43,1.05E+00,1.03E+00
3/6/2020 17:53,9.46E-01,1.07E+00
3/6/2020 18:03,1.04E+00,1.03E+00
3/6/2020 18:14,1.44E+01,1.58E+01
3/6/2020 18:24,1.01E+00,1.06E+00
3/6/2020 18:33,9.95E-01,1.09E+00
3/6/2020 18:43,1.00E+00,1.09E+00
3/6/2020 18:53,1.04E+00,1.10E+00
3/6/2020 19:03,1.01E+00,1.12E+00
3/6/2020 19:13,1.00E+00,1.06E+00
3/6/2020 19:24,1.02E+00,1.09E+00
3/6/2020 19:33,1.02E+00,1.07E+00
3/6/2020 19:43,1.00E+00,1.11E+00
3/6/2020 19:53,1.02E+00,1.13E+00
3/6/2020 20:04,1.02E+00,1.08E+00
3/6/2020 20:14,1.03E+00,1.05E+00
3/6/2020 20:23,1.02E+00,1.13E+00
3/6/2020 20:33,1.05E+00,1.15E+00
3/6/2020 20:43,9.71E-01,1.08E+00
3/6/2020 20:53,1.02E+00,1.11E+00
3/6/2020 21:04,9.92E-01,1.05E+00
3/6/2020 21:14,1.06E+00,1.07E+00
3/6/2020 21:24,1.06E+00,1.11E+00
3/6/2020 21:33,9.83E-01,1.11E+00
3/6/2020 21:43,1.09E+00,1.06E+00
3/6/2020 21:53,1.06E+00,1.11E+00
3/6/2020 22:03,1.05E+00,1.06E+00
3/6/2020 22:14,1.02E+01,1.54E+01
3/6/2020 22:24,9.86E-01,1.06E+00
3/6/2020 22:34,9.53E-01,1.05E+00
3/6/2020 22:43,1.03E+00,1.09E+00
3/6/2020 22:53,1.04E+00,1.10E+00
3/6/2020 23:03,9.71E-01,1.07E+00
3/6/2020 23:13,1.04E+00,1.07E+00
3/6/2020 23:24,1.00E+00,1.04E+00
3/6/2020 23:34,1.10E+00,1.13E+00
3/6/2020 23:43,9.95E-01,1.04E+00
3/6/2020 23:53,9.98E-01,1.07E+00
3/7/2020 0:03,1.08E+00,1.08E+00
3/7/2020 0:13,9.75E-01,1.10E+00
3/7/2020 0:24,9.82E-01,1.07E+00
3/7/2020 0:34,1.05E+01,1.14E+01
3/7/2020 0:44,1.02E+01,1.08E+01
3/7/2020 0:53,1.06E+00,1.04E+00
3/7/2020 1:03,1.36E+01,1.42E+01
3/7/2020 1:13,1.02E+00,1.17E+00
3/7/2020 1:24,1.05E+01,1.19E+01
3/7/2020 1:34,9.26E+00,1.08E+01
3/7/2020 1:44,1.39E+01,1.44E+01
3/7/2020 1:53,1.30E+01,1.34E+01
3/7/2020 2:03,9.89E+00,1.20E+01
3/7/2020 2:13,2.08E+00,3.33E+00
3/7/2020 2:23,1.03E+00,1.79E+00
3/7/2020 2:34,1.28E+00,1.95E+00
3/7/2020 2:44,1.05E+00,9.90E-01
3/7/2020 2:53,9.92E-01,1.11E+00
3/7/2020 3:03,1.02E+00,1.09E+00
3/7/2020 3:13,1.01E+00,1.10E+00
3/7/2020 3:23,9.53E-01,1.10E+00
3/7/2020 3:34,1.38E+01,1.34E+00
3/7/2020 3:44,1.03E+00,1.12E+00
3/7/2020 3:54,1.05E+00,1.14E+00
3/7/2020 4:03,1.02E+00,1.01E+00
3/7/2020 4:13,1.03E+00,1.13E+00
3/7/2020 4:23,1.00E+00,1.12E+00
3/7/2020 4:33,9.96E-01,1.11E+00
3/7/2020 4:44,9.90E-01,1.03E+00
3/7/2020 4:54,1.05E+00,1.04E+00
